# This file is generated by MACS
# ARGUMENTS LIST:
# name = dataset_28356.dat.32.1e-05
# format = BED
# ChIP-seq file = dataset_28356.dat
# control file = dataset_28356.dat.dataset_28355.dat
# effective genome size = 2.65e+09
# tag size = 36
# band width = 300
# model fold = 32
# pvalue cutoff = 1.00e-05
# Ranges for calculating regional lambda are : peak_region,1000,5000,10000
# unique tags in treatment: 972314
# total tags in treatment: 1000000
# unique tags in control: 21355
# total tags in control: 21428
# d = 200
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr1	39993179	39993716	538	196	15	239.40	136.53	0.00
chr1	40319499	40320509	1011	302	16	220.38	81.92	0.00
chr1	43282302	43282945	644	333	6	81.83	54.61	0.00
chr1	43415026	43415911	886	181	8	86.41	40.96	0.00
chr1	43418131	43418899	769	326	7	91.17	54.61	0.00
chr1	43419494	43420108	615	193	5	53.97	27.31	0.03
chr1	43431678	43432956	1279	600	12	142.65	81.92	0.00
chr1	43755219	43755673	455	285	6	99.55	68.26	0.00
chr1	44098682	44099499	818	623	6	74.80	40.96	0.00
chr1	51571301	51571799	499	192	5	83.92	54.61	0.00
chr1	51641613	51642243	631	440	7	97.84	68.26	0.00
chr1	51987265	51988269	1005	461	7	82.20	68.26	0.00
chr1	51991283	51991828	546	351	6	68.88	40.96	0.00
chr1	52055785	52056572	788	273	5	62.03	27.31	0.03
chr1	52170246	52170992	747	407	10	139.02	81.92	0.00
chr1	52486870	52487548	679	491	5	65.76	40.96	0.00
chr1	52527680	52528543	864	171	7	87.25	68.26	0.00
chr1	52568372	52569200	829	475	8	88.64	54.61	0.00
chr1	52634992	52636119	1128	376	12	149.52	68.26	0.00
chr1	52711878	52712485	608	470	5	68.54	40.96	0.00
chr1	53830765	53831518	754	192	6	77.19	54.61	0.00
chr1	53847652	53849353	1702	710	22	273.93	136.53	0.00
chr1	53880477	53881032	556	358	5	68.88	54.61	0.00
chr1	53907803	53908676	874	413	15	213.67	95.57	0.00
chr1	54185761	54186765	1005	276	16	204.16	122.87	0.00
chr1	54641894	54642617	724	531	5	64.15	27.31	0.02
chr1	54804450	54805349	900	278	11	145.96	54.61	0.00
chr1	54969743	54971104	1362	747	16	198.91	95.57	0.00
chr1	54971271	54971731	461	191	5	68.88	54.61	0.00
chr1	55266911	55267781	871	293	10	131.86	95.57	0.00
chr1	55272203	55272999	797	326	12	168.64	109.22	0.00
chr1	55568561	55569673	1113	924	9	106.18	54.61	0.00
chr1	55585254	55585971	718	530	10	140.87	109.22	0.00
chr1	55795723	55796213	491	378	5	83.92	40.96	0.00
chr1	56889889	56890550	662	178	5	66.40	40.96	0.00
chr1	57486326	57487105	780	182	5	62.28	27.31	0.03
chr1	58357072	58357689	618	184	5	68.13	40.96	0.00
chr1	58360549	58361054	506	365	5	68.88	40.96	0.00
chr1	58670801	58671564	764	136	6	76.81	40.96	0.00
chr1	58708966	58710292	1327	196	15	185.33	68.26	0.00
chr1	58858525	58859841	1317	968	17	217.05	81.92	0.00
chr1	59456839	59457265	427	162	5	99.55	54.61	0.00
chr1	60759484	60760166	683	191	5	65.61	40.96	0.00
chr1	60854174	60855270	1097	594	6	66.27	54.61	0.00
chr1	60855613	60856050	438	125	7	115.68	81.92	0.00
chr1	60972729	60973493	765	622	5	62.77	40.96	0.03
chr1	60973547	60974243	697	144	8	79.50	68.26	0.00
chr1	60997927	60998650	724	567	5	64.15	54.61	0.02
chr1	61999555	62000341	787	391	5	62.06	40.96	0.03
chr1	62794251	62794778	528	190	6	83.92	68.26	0.00
chr1	64528504	64529061	558	399	7	99.55	68.26	0.00
chr1	64971863	64972982	1120	596	10	120.22	81.92	0.00
chr1	65024978	65025317	340	171	5	115.68	68.26	0.00
chr1	65224836	65226793	1958	266	30	386.94	150.18	0.00
chr1	66942213	66942942	730	532	5	63.94	54.61	0.02
chr1	72222664	72223413	750	166	6	77.35	68.26	0.00
chr1	72271838	72272743	906	635	9	114.82	81.92	0.00
chr1	72280355	72281146	792	199	10	136.29	95.57	0.00
chr1	72282637	72283815	1179	585	8	90.11	68.26	0.00
chr1	72289787	72291452	1666	1121	21	260.25	81.92	0.00
chr1	72300825	72302628	1804	1079	18	207.78	109.22	0.00
chr1	72467040	72467671	632	365	5	67.56	40.96	0.00
chr1	72475025	72476436	1412	863	14	166.23	54.61	0.00
chr1	72492184	72492660	477	174	8	149.28	95.57	0.00
chr1	72536444	72537518	1075	409	19	266.46	136.53	0.00
chr1	72792913	72793537	625	154	6	67.85	54.61	0.00
chr1	73896688	73897648	961	655	7	83.69	40.96	0.00
chr1	74378805	74379752	948	299	23	349.64	218.44	0.00
chr1	74846619	74847937	1319	665	12	140.97	54.61	0.00
chr1	74849654	74850378	725	164	5	64.11	54.61	0.02
chr1	74853074	74853696	623	193	5	53.70	40.96	0.03
chr1	74853875	74854573	699	525	5	51.30	40.96	0.03
chr1	74863188	74863828	641	337	5	67.21	27.31	0.00
chr1	74864027	74864758	732	164	5	50.35	40.96	0.03
chr1	75379159	75379798	640	195	5	67.25	54.61	0.00
chr1	75463700	75464414	715	519	5	64.46	54.61	0.02
chr1	75555766	75556432	667	424	10	144.32	68.26	0.00
chr1	75561671	75563032	1362	713	15	183.57	95.57	0.00
chr1	78432381	78433022	642	164	5	67.17	54.61	0.00
chr1	78533613	78535077	1465	583	14	149.43	95.57	0.00
chr1	78699121	78699809	689	529	8	110.40	81.92	0.00
chr1	79707758	79708449	692	165	5	65.28	40.96	0.00
chr1	82199313	82199983	671	549	5	66.06	40.96	0.00
chr1	82278936	82280175	1240	1026	25	357.09	177.48	0.00
chr1	82828614	82830201	1588	836	16	187.91	95.57	0.00
chr1	85274261	85275510	1250	551	8	87.92	40.96	0.00
chr1	87487136	87487840	705	128	5	64.82	40.96	0.02
chr1	87488161	87489942	1782	1646	15	137.99	68.26	0.00
chr1	87599835	87600707	873	680	19	284.23	136.53	0.00
chr1	87904211	87904789	579	464	5	68.88	40.96	0.00
chr1	88124951	88125661	711	523	5	64.60	40.96	0.02
chr1	88330389	88331632	1244	774	19	254.03	122.87	0.00
chr1	88336681	88339702	3022	1507	39	466.18	81.92	0.00
chr1	88340040	88340591	552	114	6	68.88	54.61	0.00
chr1	88344073	88345196	1124	670	8	91.90	40.96	0.00
chr1	88366940	88367911	972	431	10	126.77	54.61	0.00
chr1	88375858	88376361	504	159	6	99.55	54.61	0.00
chr1	88383529	88384949	1421	651	26	359.13	204.79	0.00
chr1	88397730	88398467	738	549	5	63.67	27.31	0.02
chr1	88400290	88401569	1280	672	12	142.61	81.92	0.00
chr1	88406010	88406850	841	173	8	88.16	95.57	0.00
chr1	88428882	88429473	592	410	6	83.92	40.96	0.00
chr1	88430103	88430683	581	164	5	54.49	54.61	0.03
chr1	88433555	88434161	607	167	5	54.25	54.61	0.03
chr1	88810213	88811392	1180	599	11	132.26	54.61	0.00
chr1	89072295	89072842	548	160	5	68.88	54.61	0.00
chr1	89522447	89523655	1209	680	15	191.63	109.22	0.00
chr1	89533424	89534236	813	483	7	89.29	40.96	0.00
chr1	89534366	89535561	1196	563	10	103.18	68.26	0.00
chr1	89547025	89547716	692	503	21	342.71	150.18	0.00
chr1	89549329	89549905	577	179	6	83.92	68.26	0.00
chr1	89724803	89725359	557	139	5	68.88	40.96	0.00
chr1	89725916	89726722	807	611	8	89.54	81.92	0.00
chr1	89763082	89764115	1034	332	8	95.03	54.61	0.00
chr1	89826835	89827686	852	679	6	73.61	40.96	0.00
chr1	90113541	90114097	557	388	5	68.88	40.96	0.00
chr1	90148910	90150610	1701	918	23	289.85	95.57	0.00
chr1	90154550	90156896	2347	1064	39	509.05	150.18	0.00
chr1	90159793	90160480	688	507	5	65.43	40.96	0.00
chr1	90160555	90161143	589	159	5	54.49	40.96	0.03
chr1	90161606	90162301	696	504	7	94.53	68.26	0.00
chr1	90163109	90163502	394	198	6	99.55	81.92	0.00
chr1	90164367	90165172	806	474	6	75.24	40.96	0.00
chr1	90166262	90166809	548	370	8	115.68	95.57	0.00
chr1	90483726	90484412	687	434	10	142.93	81.92	0.00
chr1	91199138	91199570	433	195	7	132.27	81.92	0.00
chr1	92325365	92325908	544	349	6	83.92	68.26	0.00
chr1	92401961	92402623	663	343	10	144.60	95.57	0.00
chr1	92949267	92950895	1629	284	25	326.87	81.92	0.00
chr1	93084193	93084660	468	189	5	83.92	54.61	0.00
chr1	93112410	93114066	1657	993	21	260.75	122.87	0.00
chr1	93137612	93138560	949	508	9	112.87	81.92	0.00
chr1	93976414	93977293	880	683	8	101.11	54.61	0.00
chr1	94076470	94077641	1172	579	33	511.40	204.79	0.00
chr1	95341302	95341861	560	363	5	68.88	40.96	0.00
chr1	95564440	95566135	1696	918	23	274.28	136.53	0.00
chr1	95576510	95577576	1067	437	7	80.21	68.26	0.00
chr1	95931476	95932923	1448	444	23	306.25	109.22	0.00
chr1	95975658	95976124	467	166	5	83.92	54.61	0.00
chr1	96687598	96688123	526	328	5	68.88	54.61	0.00
chr1	97164135	97165353	1219	634	17	222.94	163.83	0.00
chr1	97486767	97487546	780	179	5	62.28	54.61	0.03
chr1	97553446	97554187	742	362	9	123.25	81.92	0.00
chr1	98664840	98665611	772	182	5	62.54	54.61	0.03
chr1	102040421	102041204	784	196	5	62.16	54.61	0.03
chr1	104524675	104525285	611	157	5	68.42	54.61	0.00
chr1	107153772	107154518	747	200	5	63.36	54.61	0.03
chr1	107868226	107868749	524	365	5	68.88	54.61	0.00
chr1	107892210	107892847	638	166	5	53.21	40.96	0.03
chr1	108059063	108059798	736	538	5	63.74	40.96	0.02
chr1	108170204	108171271	1068	427	7	80.18	68.26	0.00
chr1	108213073	108214194	1122	577	9	105.84	95.57	0.00
chr1	108304742	108305538	797	307	5	61.74	27.31	0.03
chr1	108408189	108408915	727	150	5	64.04	40.96	0.02
chr1	108451941	108452765	825	308	9	118.77	81.92	0.00
chr1	123211132	123211813	682	431	7	95.21	68.26	0.00
chr1	123276344	123277409	1066	678	9	107.99	54.61	0.00
chr1	128714229	128714996	768	200	5	62.67	40.96	0.03
chr1	128956901	128957442	542	345	5	68.88	54.61	0.00
chr1	129109363	129110384	1022	304	10	124.45	68.26	0.00
chr1	129136087	129136624	538	199	5	68.88	40.96	0.00
chr1	129187454	129188765	1312	761	11	126.92	54.61	0.00
chr1	129204388	129205237	850	583	7	87.80	68.26	0.00
chr1	129205828	129206137	310	156	5	99.55	68.26	0.00
chr1	129755646	129756278	633	198	7	97.74	81.92	0.00
chr1	130335173	130335989	817	175	6	74.84	54.61	0.00
chr1	130410460	130411382	923	368	7	85.04	40.96	0.00
chr1	130497648	130498431	784	513	10	136.77	81.92	0.00
chr1	130504651	130505373	723	187	11	157.12	136.53	0.00
chr1	130508361	130508827	467	226	7	115.68	68.26	0.00
chr1	130511322	130512054	733	592	7	92.78	68.26	0.00
chr1	130729075	130729913	839	682	10	133.61	68.26	0.00
chr1	132444403	132445189	787	153	11	152.79	68.26	0.00
chr1	132445657	132446164	508	181	6	68.88	68.26	0.00
chr1	132447003	132448076	1074	508	11	122.15	68.26	0.00
chr1	132773340	132773989	650	498	6	81.56	40.96	0.00
chr1	133000105	133001122	1018	439	14	186.96	81.92	0.00
chr1	133006946	133007664	719	448	6	64.32	40.96	0.02
chr1	133096299	133097054	756	607	5	63.06	40.96	0.03
chr1	133121481	133121863	383	192	5	99.55	68.26	0.00
chr1	133274132	133275150	1019	507	7	81.74	54.61	0.00
chr1	133280950	133281782	833	167	8	88.48	68.26	0.00
chr1	133598753	133599553	801	668	7	89.79	68.26	0.00
chr1	133664025	133664654	630	311	5	67.64	40.96	0.00
chr1	133906457	133908015	1559	1129	25	74.28	10.98	0.00
chr1	134238196	134238776	581	345	8	115.68	81.92	0.00
chr1	134277340	134278069	730	335	8	108.20	81.92	0.00
chr1	134929928	134930997	1070	722	11	137.20	81.92	0.00
chr1	134935602	134936603	1002	694	10	110.58	81.92	0.00
chr1	134969903	134970612	710	324	9	125.12	68.26	0.00
chr1	135697282	135698457	1176	502	7	76.98	54.61	0.00
chr1	135752317	135753366	1050	458	6	67.54	40.96	0.00
chr1	135957117	135958137	1021	730	15	203.09	122.87	0.00
chr1	135959358	135960489	1132	535	11	119.72	81.92	0.00
chr1	135963314	135964467	1154	605	20	277.38	150.18	0.00
chr1	135989189	135990546	1358	747	22	295.96	136.53	0.00
chr1	135995284	135996520	1237	595	17	221.82	95.57	0.00
chr1	136092510	136093445	936	669	17	62.16	10.98	0.03
chr1	136195108	136195741	634	469	5	67.49	40.96	0.00
chr1	136197851	136198266	416	138	5	99.55	54.61	0.00
chr1	136198823	136199465	643	456	5	53.04	40.96	0.03
chr1	136199489	136199821	333	167	7	149.28	95.57	0.00
chr1	136548398	136548805	408	219	6	115.68	68.26	0.00
chr1	136575550	136576763	1214	567	7	75.93	54.61	0.00
chr1	136915593	136916410	818	193	6	74.80	54.61	0.00
chr1	137555688	137556816	1129	611	11	134.48	81.92	0.00
chr1	137558383	137559042	660	195	5	66.47	40.96	0.00
chr1	137649411	137649833	423	234	5	99.55	54.61	0.00
chr1	137826230	137826919	690	252	6	79.80	40.96	0.00
chr1	137914069	137915406	1338	765	8	85.39	54.61	0.00
chr1	138033786	138034988	1203	479	10	116.92	54.61	0.00
chr1	138036408	138037365	958	425	10	127.44	68.26	0.00
chr1	138581851	138582420	570	388	6	83.92	40.96	0.00
chr1	138623207	138623712	506	151	7	115.68	54.61	0.00
chr1	139647968	139648649	682	181	5	65.65	40.96	0.00
chr1	139702856	139703973	1118	690	20	280.22	150.18	0.00
chr1	139794737	139795709	973	463	15	206.36	81.92	0.00
chr1	139796059	139796659	601	158	5	54.45	54.61	0.03
chr1	140032923	140033924	1002	297	13	171.84	136.53	0.00
chr1	140088008	140089162	1155	844	27	401.24	136.53	0.00
chr1	140164222	140164751	530	131	5	68.88	54.61	0.00
chr1	140872528	140873059	532	187	5	68.88	40.96	0.00
chr1	141243014	141243801	788	209	5	62.03	27.31	0.03
chr1	144791907	144793031	1125	619	7	78.45	40.96	0.00
chr1	145660977	145661605	629	432	5	67.68	54.61	0.00
chr1	145763508	145764190	683	501	10	143.21	68.26	0.00
chr1	145835757	145836329	573	182	5	68.88	54.61	0.00
chr1	146047283	146048034	752	599	7	91.92	54.61	0.00
chr1	146155194	146155994	801	656	6	75.42	54.61	0.00
chr1	153097877	153098552	676	136	7	95.51	54.61	0.00
chr1	153549866	153550501	636	508	5	67.41	40.96	0.00
chr1	153564781	153565602	822	188	7	88.93	54.61	0.00
chr1	154049971	154050726	756	278	5	63.06	40.96	0.03
chr1	154139126	154139936	811	245	6	75.06	40.96	0.00
chr1	154375451	154376636	1186	598	11	132.00	54.61	0.00
chr1	154432194	154433385	1192	584	8	89.70	54.61	0.00
chr1	154441118	154441797	680	489	5	65.72	40.96	0.00
chr1	154444332	154445018	687	439	6	65.46	40.96	0.00
chr1	154454776	154455659	884	559	7	86.49	40.96	0.00
chr1	154664206	154665468	1263	1067	16	204.33	81.92	0.00
chr1	155039020	155039448	429	180	6	115.68	68.26	0.00
chr1	155154971	155155581	611	412	5	68.42	40.96	0.00
chr1	155313264	155314407	1144	357	9	105.03	40.96	0.00
chr1	155615486	155616509	1024	454	11	139.42	81.92	0.00
chr1	156464885	156465272	388	195	6	132.27	81.92	0.00
chr1	156633283	156633786	504	312	5	68.88	54.61	0.00
chr1	156696193	156696752	560	416	5	68.88	40.96	0.00
chr1	156697930	156698476	547	142	8	99.55	68.26	0.00
chr1	156901988	156902886	899	379	7	85.92	40.96	0.00
chr1	156903125	156903731	607	467	5	54.25	40.96	0.03
chr1	156905964	156907119	1156	609	13	163.38	68.26	0.00
chr1	156929838	156930862	1025	669	10	124.31	81.92	0.00
chr1	156955847	156956514	668	132	5	66.17	40.96	0.00
chr1	157063707	157064366	660	323	5	66.47	40.96	0.00
chr1	157069979	157070969	991	439	12	156.63	81.92	0.00
chr1	157080642	157081419	778	613	7	90.77	40.96	0.00
chr1	157241957	157242727	771	603	6	76.54	54.61	0.00
chr1	157569052	157569904	853	335	8	87.68	40.96	0.00
chr1	158350654	158351359	706	435	5	64.78	40.96	0.02
chr1	158389859	158390205	347	174	5	115.68	68.26	0.00
chr1	158451891	158452550	660	386	6	81.11	54.61	0.00
chr1	158543800	158544588	789	597	5	62.00	40.96	0.03
chr1	158545651	158546360	710	356	10	141.39	95.57	0.00
chr1	158546849	158547505	657	153	5	52.59	40.96	0.03
chr1	158886335	158886984	650	305	5	66.86	40.96	0.00
chr1	158933253	158933877	625	293	5	67.85	40.96	0.00
chr1	158946598	158947611	1014	439	13	171.14	109.22	0.00
chr1	158947615	158948154	540	342	12	184.38	109.22	0.00
chr1	158978184	158978954	771	457	7	91.08	40.96	0.00
chr1	159355631	159356440	810	655	7	75.09	68.26	0.00
chr1	159357229	159357567	339	170	5	99.55	68.26	0.00
chr1	159379672	159380378	707	408	6	79.08	54.61	0.00
chr1	160150573	160151670	1098	592	7	79.26	40.96	0.00
chr1	161921613	161922983	1371	737	10	110.92	68.26	0.00
chr1	161954662	161955369	708	190	7	93.95	54.61	0.00
chr1	162163814	162165054	1241	505	16	205.59	95.57	0.00
chr1	163097769	163098546	778	377	5	62.35	40.96	0.03
chr1	163100831	163101686	856	280	6	73.48	40.96	0.00
chr1	163125500	163126625	1126	171	10	119.97	40.96	0.00
chr1	163409694	163410307	614	394	5	68.29	40.96	0.00
chr1	163430203	163430852	650	196	5	66.86	54.61	0.00
chr1	163664285	163665688	1404	372	18	227.86	54.61	0.00
chr1	164555196	164555893	698	422	6	79.46	54.61	0.00
chr1	166065365	166066072	708	282	6	79.04	54.61	0.00
chr1	166069744	166070308	565	154	5	68.88	54.61	0.00
chr1	166441638	166442071	434	187	6	115.68	68.26	0.00
chr1	166501889	166503222	1334	631	12	126.09	54.61	0.00
chr1	166532929	166533609	681	491	6	80.19	54.61	0.00
chr1	166950615	166951972	1358	1063	12	139.38	54.61	0.00
chr1	167062525	167063057	533	382	5	68.88	40.96	0.00
chr1	167063161	167064518	1358	433	15	168.69	81.92	0.00
chr1	167084114	167084689	576	158	5	68.88	40.96	0.00
chr1	167176903	167177556	654	482	5	66.70	54.61	0.00
chr1	167211811	167212362	552	188	5	68.88	54.61	0.00
chr1	167518987	167519653	667	357	5	66.21	27.31	0.00
chr1	167571456	167572385	930	506	11	144.30	54.61	0.00
chr1	167647724	167648651	928	389	16	226.58	81.92	0.00
chr1	167864276	167865429	1154	562	12	148.27	81.92	0.00
chr1	168083806	168084737	932	534	6	71.00	27.31	0.00
chr1	168749201	168750669	1469	805	14	163.74	81.92	0.00
chr1	169150886	169151546	661	129	5	66.44	54.61	0.00
chr1	169175259	169176222	964	311	8	97.67	68.26	0.00
chr1	169176612	169178178	1567	720	16	188.86	81.92	0.00
chr1	169267048	169268301	1254	749	10	115.01	54.61	0.00
chr1	169269686	169270809	1124	698	7	78.48	40.96	0.00
chr1	172408408	172409188	781	189	6	76.16	54.61	0.00
chr1	172411043	172411560	518	165	6	68.88	40.96	0.00
chr1	172730559	172731190	632	468	5	67.56	40.96	0.00
chr1	172783802	172784161	360	181	7	166.65	95.57	0.00
chr1	172830440	172831522	1083	596	11	136.59	68.26	0.00
chr1	172869231	172869870	640	184	6	82.02	40.96	0.00
chr1	172963445	172964960	1516	438	14	161.75	81.92	0.00
chr1	172967797	172968964	1168	635	15	193.96	68.26	0.00
chr1	172974231	172975536	1306	513	19	249.90	81.92	0.00
chr1	172980532	172981246	715	547	6	78.75	54.61	0.00
chr1	173031912	173033765	1854	473	29	377.53	136.53	0.00
chr1	173041013	173042129	1117	426	14	181.06	81.92	0.00
chr1	173481448	173481964	517	170	8	132.27	81.92	0.00
chr1	173549287	173549710	424	286	5	99.55	54.61	0.00
chr1	173577780	173578348	569	164	5	68.88	54.61	0.00
chr1	174063488	174064261	774	135	5	62.48	40.96	0.03
chr1	174366924	174367544	621	113	5	68.01	40.96	0.00
chr1	174442885	174443617	733	387	6	78.02	54.61	0.00
chr1	174443904	174444702	799	184	6	61.68	40.96	0.03
chr1	174480531	174481073	543	381	6	83.92	68.26	0.00
chr1	177571986	177572724	739	159	6	77.78	54.61	0.00
chr1	178730989	178731545	557	195	6	83.92	40.96	0.00
chr1	178923148	178924035	888	195	6	72.41	40.96	0.00
chr1	179186943	179187860	918	642	8	99.52	68.26	0.00
chr1	179188199	179189242	1044	467	14	169.41	95.57	0.00
chr1	179251619	179253148	1530	791	23	300.63	95.57	0.00
chr1	179268606	179269706	1101	620	10	121.00	68.26	0.00
chr1	179274068	179274726	659	228	7	96.37	54.61	0.00
chr1	179312515	179313536	1022	303	11	139.52	54.61	0.00
chr1	179357847	179358918	1072	454	11	137.10	54.61	0.00
chr1	179371207	179373015	1809	870	25	62.18	8.79	0.03
chr1	179397130	179398184	1055	306	21	302.97	163.83	0.00
chr1	179419853	179420709	857	456	10	132.62	68.26	0.00
chr1	179420992	179421693	702	173	5	51.21	27.31	0.03
chr1	179611171	179611735	565	313	6	83.92	54.61	0.00
chr1	179632827	179633309	483	196	7	115.68	81.92	0.00
chr1	179912653	179913907	1255	799	18	236.89	136.53	0.00
chr1	180298628	180300278	1651	876	16	185.13	68.26	0.00
chr1	182155558	182156070	513	401	5	68.88	40.96	0.00
chr1	182243878	182244917	1040	467	7	81.06	68.26	0.00
chr1	182293524	182294546	1023	177	10	124.40	54.61	0.00
chr1	182317147	182318055	909	589	21	316.98	150.18	0.00
chr1	182331723	182332472	750	305	6	77.35	40.96	0.00
chr1	182332866	182333276	411	140	5	68.88	54.61	0.00
chr1	182333496	182334054	559	184	5	54.49	54.61	0.03
chr1	182334100	182334715	616	159	7	83.15	54.61	0.00
chr1	182353254	182353778	525	357	5	68.88	40.96	0.00
chr1	182475942	182477164	1223	1062	12	130.45	68.26	0.00
chr1	182517362	182518050	689	545	5	65.39	54.61	0.00
chr1	182697769	182698545	777	221	5	62.38	27.31	0.03
chr1	182707558	182708838	1281	193	23	318.77	109.22	0.00
chr1	182804304	182805976	1673	173	21	259.86	68.26	0.00
chr1	182814409	182816625	2217	419	22	233.78	109.22	0.00
chr1	182917632	182918641	1010	388	8	95.91	68.26	0.00
chr1	183100365	183100770	406	166	8	166.65	95.57	0.00
chr1	183162608	183163065	458	293	6	99.55	68.26	0.00
chr1	183164525	183164971	447	148	6	83.92	54.61	0.00
chr1	183186221	183187263	1043	678	9	108.90	68.26	0.00
chr1	183455952	183456673	722	229	5	64.22	27.31	0.02
chr1	183470263	183471057	795	432	5	61.81	40.96	0.03
chr1	183782187	183782984	798	310	6	75.53	40.96	0.00
chr1	183782998	183783806	809	471	19	272.45	136.53	0.00
chr1	183811467	183812178	712	418	8	109.15	54.61	0.00
chr1	183985030	183985724	695	336	5	65.17	27.31	0.00
chr1	184391363	184392141	779	171	8	90.73	81.92	0.00
chr1	184469313	184469862	550	187	5	68.88	54.61	0.00
chr1	184858195	184858834	640	148	5	67.25	40.96	0.00
chr1	184890012	184890623	612	186	5	68.38	54.61	0.00
chr1	185626951	185628021	1071	639	8	93.71	68.26	0.00
chr1	185728045	185729423	1379	725	12	138.55	54.61	0.00
chr1	185803227	185804087	861	577	20	303.65	218.44	0.00
chr1	185829625	185830115	491	358	5	83.92	40.96	0.00
chr1	188231144	188232352	1209	559	9	102.72	54.61	0.00
chr1	189235390	189236142	753	627	5	63.16	54.61	0.03
chr1	191524791	191525525	735	603	5	63.77	40.96	0.02
chr1	191561897	191562563	667	243	5	66.21	27.31	0.00
chr1	191616316	191617152	837	539	11	149.65	95.57	0.00
chr1	192909617	192910548	932	269	8	98.94	54.61	0.00
chr1	193017354	193018364	1011	735	12	155.53	68.26	0.00
chr1	193021295	193022198	904	720	13	177.96	81.92	0.00
