MaxDensityIndex MaxDensityDiff MaxIndex Max SumIndex Sum V1 V2 V3 V4 V5 V6 V7 V8
42762 42 8 21311 0.002316 5781 0.022093 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151322309 151327309 RP23-257P3.1:NM_001097980 0 -
42746 96 46 22933 0.002371 12383 0.038369 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149438511 149443511 USP51:NM_001137547 0 +
42719 50 0 19711 0.002187 1994 0.010215 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 146373697 146378697 RP23-18D18.2:NM_001122735 0 +
42685 73 23 19711 0.002187 19345 0.05303 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 139531645 139536645 RGAG1:NM_001040434 0 +
42657 61 11 19711 0.002187 19998 0.054429 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 135865721 135870721 TRAP1A:NM_011635 0 +
42606 53 3 19711 0.002187 16764.5 0.047659 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131341259 131346259 ARMCX2:NM_026139:NM_001166398:NM_001166397 0 -
42546 51 1 22228.5 0.002369 5028.5 0.019736 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 105009172 105014172 2610002M06RIK:NM_025921 0 -
42532 47 3 19711 0.002187 11038.5 0.035444 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 103336113 103341113 TLR13:NM_205820 0 +
42525 72 22 20709.5 0.002192 13541.5 0.040943 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 102584592 102589592 AL672047.4:NR_015552 0 -
42519 32 18 22228.5 0.002369 16877 0.047923 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 102050105 102055105 MAGEE2:NM_053206 0 -
42517 57 7 19711 0.002187 8304 0.029064 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 101675620 101680620 UPRT:NM_001081189 0 +
42504 51 1 23797 0.002541 8673 0.030001 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100624355 100629355 AL669964.6:NR_002844 0 +
42501 72 22 20635.5 0.00219 17167 0.048462 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100514236 100519236 CDX4:NM_007674 0 +
42467 42 8 19711 0.002187 16925 0.048013 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 97960585 97965585 DLG3:NM_016747 0 +
42453 98 48 22228.5 0.002369 14034.5 0.042049 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 96663573 96668573 PJA1:NM_001083110:NM_008853 0 -
42445 55 5 19711 0.002187 10405 0.034107 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 93906306 93911306 GPR165:NM_029536 0 +
42434 55 5 22228.5 0.002369 17033 0.048205 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 92637678 92642678 FAM123B:NM_175179 0 -
42432 61 11 20635.5 0.00219 9446 0.031909 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 92219520 92224520 SPIN4:NM_178753 0 -
42425 1 49 22228.5 0.002369 9636 0.032388 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 91455489 91460489 EIF2S3X:NM_012010 0 -
42355 18 32 23348 0.002406 25372 0.067324 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71611365 71616365 UBL4:NM_145405 0 -
42341 56 6 22228.5 0.002369 10660 0.034677 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71370304 71375304 OPN1MW:NM_008106 0 +
42329 59 9 22852 0.00237 20291 0.055058 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71029735 71034735 IDH3G:NM_008323 0 -
42328 53 3 22228.5 0.002369 20209 0.054863 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71017260 71022260 SRPK3:NM_019684 0 +
42326 87 37 20503.5 0.002188 26383 0.070476 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70959435 70964435 ABCD1:NM_007435 0 +
42324 76 26 22228.5 0.002369 20851.5 0.056357 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70915971 70920971 SLC6A8:NM_001142809:NM_001142810:NM_133987 0 +
42322 24 26 19711 0.002187 23922.5 0.063515 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70882279 70887279 DUSP9:NM_029352 0 +
42320 54.5 4.5 19711 0.002187 19829 0.054098 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70726473 70731473 BGN:NM_007542 0 +
42317 24 26 19711 0.002187 12987 0.039739 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70653941 70658941 ZFP92:NM_009566 0 +
42304 29 21 19711 0.002187 5970.5 0.022668 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70325345 70330345 XLR4A:NM_001081642 0 -
42302 44 6 21542.5 0.002366 18566 0.051351 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70279941 70284941 PNMA5:NM_001100461 0 -
42298 61.5 11.5 22228.5 0.002369 12864 0.039472 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70112205 70117205 MAGEA9:NM_181855 0 +
42288 7 43 22228.5 0.002369 13993 0.041948 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 69215824 69220824 FATE1:NR_003243 0 +
42274 100 50 19711 0.002187 12498 0.038622 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 67615759 67620759 IDS:NM_010498 0 -
42239 5 45 19711 0.002187 11795 0.037152 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 61402872 61407872 NM_001177377:NM_001177377 0 -
42233 45 5 19711 0.002187 9427.5 0.031869 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 57706869 57711869 GM7073:NM_001039240 0 -
42213 12.5 37.5 19711 0.002187 13080.5 0.039911 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 53860511 53865511 SLC9A6:NM_172780 0 +
42209 45 5 23198.5 0.002386 14862 0.043798 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 53625262 53630262 NCRNA00086:NR_028086 0 +
42207 55 5 22228.5 0.002369 12816 0.039344 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 53463557 53468557 GM773:NM_001033423 0 -
42191 56 6 23613.5 0.002517 14157 0.042303 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50405025 50410025 MMU-MIR-322:NR_029756 0 -
42189 36 14 21403.5 0.002356 13140 0.040011 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50404029 50409029 MMU-MIR-351:NR_029776 0 -
42183 43 7 23974 0.00255 8186 0.028782 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50262942 50267942 PHF6:NM_027642 0 +
42154 60 10 22989.5 0.002373 15215 0.044502 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 46025154 46030154 GPR119:NM_181751 0 -
42145 34 16 20709.5 0.002192 15981.5 0.046122 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 45497203 45502203 SASH3:NM_028773 0 +
42143 38 12 22228.5 0.002369 14951 0.043964 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 45385528 45390528 APLN:NM_013912 0 -
42112 64 14 22228.5 0.002369 8681 0.030026 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 35085283 35090283 AL808133.1:NM_001100465 0 -
42088 67 17 22228.5 0.002369 20008.5 0.054456 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 34728837 34733837 RNF113A1:NM_153503 0 +
42087 32 18 22228.5 0.002369 20071 0.054594 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 34728732 34733732 NDUFA1:NM_019443 0 -
41953 43 7 20834 0.002199 7470.5 0.026814 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 13235988 13240988 GPR82:NM_175669 0 +
41950 60 10 22228.5 0.002369 19720 0.053875 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 13042297 13047297 NYX:NM_173415 0 +
41936 11.5 38.5 19711 0.002187 10177.5 0.033579 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 9826984 9831984 OTC:NM_008769 0 +
41930 57 7 21369 0.00235 9891 0.032934 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 9147016 9152016 RP23-256J17.1:NM_001085517 0 -
41897 26 24 22228.5 0.002369 15589 0.045371 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 7542440 7547440 GATA1:NM_008089 0 -
41895 38 12 19711 0.002187 21196 0.057166 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 7503232 7508232 ERAS:NM_181548 0 -
41893 16 34 23287 0.00239 16807.5 0.047733 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 7474023 7479023 TIMM17B:NM_011591 0 +
41892 82 32 19711 0.002187 16975.5 0.048099 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 7473853 7478853 PQBP1:NM_019478 0 -
41872 97 47 19711 0.002187 20118 0.054678 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 7148745 7153745 PPP1R3F:NM_138605 0 -
41857 2 48 23217 0.002387 11637 0.036803 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 5895340 5900340 BMP15:NM_009757 0 -
41835 7 43 19711 0.002187 8905 0.03056 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 124014421 124019421 CCR2:NM_009915 0 +
41831 1 49 19711 0.002187 803 0.00328 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123834359 123839359 CDKN2D:NM_009878 0 +
41828 97 47 20503.5 0.002188 12451.5 0.038514 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123758519 123763519 FYCO1:NM_148925:NM_001110253 0 -
41825 93 43 21628 0.002368 20823 0.056294 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123585449 123590449 SLC6A20A:NM_139142 0 -
41823 35 15 22228.5 0.002369 12957 0.039667 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123436499 123441499 SACM1L:NM_030692 0 +
41822 79 29 22228.5 0.002369 15083 0.044263 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123385318 123390318 LIMD1:NM_013860 0 +
41817 54 4 22228.5 0.002369 16432.5 0.047026 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123019848 123024848 EXOSC7:NM_001081188 0 +
41816 47 3 19711 0.002187 16563 0.047273 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 123019822 123024822 ZDHHC3:NM_026917 0 -
41814 65 15 19711 0.002187 24085 0.063924 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 122927943 122932943 TMEM42:NM_025339:NM_001164823 0 +
41809 75 25 19711 0.002187 18391 0.051012 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 122772623 122777623 ZFP445:NM_173364 0 -
41806 35.5 14.5 19711 0.002187 21480 0.057847 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 122479118 122484118 AC164612.1:NR_015610 0 +
41804 27 23 19711 0.002187 16541.5 0.047223 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 122200991 122205991 ANO10:NM_133979 0 -
41803 18 32 19711 0.002187 11663 0.036854 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 122023883 122028883 SNRK:NM_133741:NM_001164572 0 +
41795 55 5 22228.5 0.002369 30398 0.091464 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121699124 121704124 HHATL:NR_027967:NM_029095 0 -
41793 97 47 19711 0.002187 29499 0.084192 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121666650 121671650 NM_001166644:NM_001166644 0 +
41792 2 48 19711 0.002187 29143 0.082226 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121666560 121671560 NR_033503:NR_033503 0 -
41791 69 19 22228.5 0.002369 17967 0.050181 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121625798 121630798 NKTR:NM_010918 0 +
41789 14 36 22228.5 0.002369 29293 0.083027 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121611646 121616646 SEC22C:NM_178677:NM_001164562 0 -
41785 36 14 21309.5 0.002315 28037 0.076503 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121273575 121278575 TRAK1:NM_175114 0 +
41784 46.5 3.5 22228.5 0.002369 27093 0.072829 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 121183789 121188789 ULK4:NM_177589 0 -
41783 7 43 22228.5 0.002369 15345 0.044789 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 120840017 120845017 CTNNB1:NM_007614:NM_001165902 0 +
41781 27 23 22228.5 0.002369 27789 0.075511 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 120446435 120451435 ENTPD3:NM_178676 0 +
41780 97 47 19711 0.002187 22214 0.059538 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 120399223 120404223 EIF1B:NM_026892 0 +
41777 67 17 22228.5 0.002369 26631 0.071273 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 120037051 120042051 SNORA62:NR_002902 0 +
41776 83 33 20910 0.002203 21342 0.057495 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 120034383 120039383 RPSA:NM_011029 0 +
41774 18 32 24443.5 0.002551 29538 0.084392 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119998750 120003750 CCR8:NM_007720 0 +
41772 45 5 20789 0.002196 30050 0.088288 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119930215 119935215 NM_011724:NM_011724 0 -
41767 16 34 19711 0.002187 28006 0.076356 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119732073 119737073 SCN11A:NM_011887 0 -
41764 100 50 22228.5 0.002369 22470.5 0.060126 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119351540 119356540 EXOG:NM_172456:NM_001172136 0 +
41761 69 19 21075 0.002245 27890 0.075893 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119247911 119252911 ACAA1A:NM_130864 0 +
41760 69 19 23248.5 0.002388 29199 0.082476 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119246657 119251657 MYD88:NM_010851 0 -
41756 44 6 21437 0.002363 24573 0.065215 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119097010 119102010 SLC22A14:NM_001037749 0 -
41755 30 20 20974 0.002206 30537 0.092969 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119063710 119068710 ACAA1B:NM_146230 0 -
41753 2 48 20834 0.002199 20326 0.055138 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 119000113 119005113 PLCD1:NM_019676 0 -
41749 75 25 23797 0.002541 24118 0.06403 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 118513326 118518326 ITGA9:NM_133721:NM_001113514 0 +
41747 58 8 22228.5 0.002369 19854 0.05415 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 118384806 118389806 EOMES:NM_010136:NM_001164789 0 +
41746 72 22 19711 0.002187 21766 0.058502 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 118056697 118061697 CMC1:NM_026442 0 -
41744 54 4 22228.5 0.002369 19919 0.054261 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 117536530 117541530 RBMS3:NM_178660:NM_001172126:NM_001172123:NM_001172122:NM_001172124:NM_001172121 0 -
41741 35 15 19711 0.002187 21090 0.056904 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 115188687 115193687 NR_029430:NR_029430 0 -
41740 2 48 22228.5 0.002369 19369.5 0.053076 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 115217038 115222038 STT3B:NM_024222 0 -
41739 74 24 24443.5 0.002551 22697 0.060665 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 114973896 114978896 OSBPL10:NM_148958 0 +
41735 49 1 21052.5 0.002225 15662 0.0455 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 114637820 114642820 CMTM6:NM_026036 0 +
41734 38 12 22228.5 0.002369 22743 0.060773 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 114595448 114600448 DYNC1LI1:NM_146229 0 +
41729 30 20 20635.5 0.00219 25404.5 0.067411 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 114297329 114302329 CRTAP:NM_019922 0 -
41726 59 9 19711 0.002187 25473.5 0.06764 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 113933368 113938368 FBXL2:NM_178624 0 -
41724 76.5 26.5 19711 0.002187 16758 0.047649 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 113648090 113653090 CLASP2:NM_001114347:NM_001081960:NM_029633 0 +
41723 72 22 19711 0.002187 16296.5 0.046714 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 113614876 113619876 PDCD6IP:NM_011052:NM_001164677:NM_001164678 0 -
41720 49 1 19711 0.002187 16707 0.047536 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 112134844 112139844 ARPP21:NM_033264:NM_028755:NM_001177618:NM_001177616:NM_001177617:NM_001177619:NM_001177623:NM_001177615:NM_001177620 0 -
41719 68 18 24443.5 0.002551 24201 0.064205 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 111590219 111595219 STAC:NM_016853 0 -
41714 6 44 24443.5 0.002551 22110.5 0.059291 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 111018114 111023114 LRRFIP2:NM_027742:NM_001164838 0 +
41712 95 45 19711 0.002187 20069.5 0.054592 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110919295 110924295 LTF:NM_008522 0 +
41711 95 45 24443.5 0.002551 27422 0.074087 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110889716 110894716 RTP3:NM_153100 0 -
41707 1 49 24443.5 0.002551 27681 0.075068 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110780086 110785086 TMIE:NM_146260 0 -
41701 63 13 23248.5 0.002388 28679 0.079554 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110698188 110703188 PRSS42:NM_153099 0 +
41700 98 48 24443.5 0.002551 28046 0.076532 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110663684 110668684 MYL3:NM_010859 0 +
41698 41 9 19711 0.002187 22435 0.060051 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110556506 110561506 CCDC12:NM_028312 0 +
41690 37 13 20752.5 0.002194 13623 0.041144 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110233296 110238296 SCAP:NM_001103162:NM_001001144 0 +
41686 3 47 19711 0.002187 9643 0.032399 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 110015585 110020585 DHX30:NM_133347 0 -
41682 98 48 24443.5 0.002551 29196 0.082472 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 109732807 109737807 NME6:NM_018757 0 +
41679 45 5 24443.5 0.002551 19102 0.052467 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 109646102 109651102 FBXW26:NM_198674 0 -
41675 42 8 21326.5 0.002333 20500.5 0.055516 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 109395867 109400867 FBXW19:NM_177703 0 -
41673 48 2 19711 0.002187 20770 0.056175 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 109304309 109309309 FBXW22:NM_001014395 0 -
41670 28 22 23797 0.002541 23488 0.062499 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 109134737 109139737 FBXW20:NM_001008428 0 -
41667 83 33 23540 0.002442 23890 0.063436 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108995449 109000449 PLXNB1:NM_172775 0 +
41666 55 5 20806 0.002197 22591 0.060384 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108982509 108987509 CCDC51:NM_025689 0 +
41665 43 7 19711 0.002187 22109 0.059287 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108982394 108987394 AC107763.1:NM_183250 0 -
41661 46 4 23114 0.00238 29442 0.083906 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108891446 108896446 PFKFB4:NM_173019 0 +
41659 65 15 19711 0.002187 29956 0.087391 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108869466 108874466 MMU-MIR-711:NR_030492 0 +
41657 62 12 24443.5 0.002551 18512 0.051232 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108836160 108841160 UQCRC1:NM_025407 0 +
41656 63 13 22852 0.00237 25960 0.069126 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108814449 108819449 TMEM89:NM_027066 0 +
41654 90 40 22228.5 0.002369 28786 0.0801 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108726150 108731150 CELSR3:NM_080437 0 +
41652 55 5 19711 0.002187 20938.5 0.05654 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108695824 108700824 IP6K2:NM_029634 0 +
41651 11 39 23831.5 0.002545 26925 0.072235 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108591973 108596973 PRKAR2A:NM_008924 0 +
41650 75 25 20503.5 0.002188 14554 0.043175 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108561928 108566928 SLC25A20:NM_020520 0 +
41645 61 11 23067.5 0.002377 29825 0.086293 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108468607 108473607 MMU-MIR-425:NR_029947 0 +
41639 29 21 23797 0.002541 29235 0.082697 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108390519 108395519 USP19:NM_027804:NM_001168373:NM_001168372:NM_001168371:NM_145407 0 +
41637 72 22 23486.5 0.002409 28969 0.08121 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108360348 108365348 CCDC71:NM_133744 0 +
41635 49 1 20594 0.002189 21340 0.057489 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108336312 108341312 BC048562:NM_001004192 0 +
41634 94 44 19711 0.002187 10707.5 0.034758 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 108328312 108333312 CCDC36:NM_001135198 0 -
