MaxDensityIndex MaxDensityDiff MaxIndex Max SumIndex Sum V1 V2 V3 V4 V5 V6 V7 V8
42610 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131709670 131714670 RP24-142A19.1:NM_001099321 0 -
42609 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131709670 131714670 AV320801:NM_177918 0 -
42494 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 99995801 100000801 DMRTC1C1:NM_001142691:NM_001142690 0 +
42260 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 64086516 64091516 MMU-MIR-465B-2:NR_030560:NR_030561 0 -
42259 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 64083271 64088271 MMU-MIR-465C-1:NR_030563:NR_030562 0 -
42258 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 64079954 64084954 MMU-MIR-465B-2:NR_030560:NR_030561 0 -
42257 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 64076709 64081709 MMU-MIR-465C-1:NR_030563:NR_030562 0 -
42204 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 51922887 51927887 GM16405:NM_001166601:NM_001166646 0 +
42068 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32941712 32946712 RP24-89M24.1:NM_001109969 0 +
42067 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32941712 32946712 RP23-98M14.1:NM_001099325 0 +
42066 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32941681 32946681 RP23-110D11.1:NM_001102678:NM_001109970:NM_001110250:NM_001100610:NM_001099347:NM_001099919 0 +
42065 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32941681 32946681 RP24-73A23.1:NM_001100609 0 +
42064 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32941681 32946681 CR938712.1:NM_009529 0 +
42063 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32604909 32609909 RP24-89M24.1:NM_001109969 0 +
42062 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32604909 32609909 RP23-98M14.1:NM_001099325 0 +
42061 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32604878 32609878 RP23-110D11.1:NM_001102678:NM_001109970:NM_001110250:NM_001100610:NM_001099347:NM_001099919 0 +
42060 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32604878 32609878 RP24-73A23.1:NM_001100609 0 +
42059 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 32604878 32609878 CR938712.1:NM_009529 0 +
42054 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 31348496 31353496 RP23-14B5.1:NM_001099333 0 -
42053 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30975292 30980292 RP23-14B5.1:NM_001168337 0 +
42051 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30730133 30735133 GMCL1L:NM_027955 0 +
42050 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30730133 30735133 RP23-14B5.1:NM_001168334 0 +
42049 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30595810 30600810 RP23-14B5.1:NM_001168334 0 +
42048 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30290530 30295530 RP23-136N4.1:NM_001085552 0 -
42047 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30290530 30295530 RP23-14B5.1:NM_001085553:NM_001085551:NM_001085545 0 -
42046 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 30242981 30247981 RP23-14B5.1:NM_001085553 0 +
42045 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 29945207 29950207 CR938712.1:NM_009529 0 -
42044 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 29945207 29950207 RP24-73A23.1:NM_001100609 0 -
42043 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 29945176 29950176 RP24-89M24.1:NM_001109969 0 -
42042 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 29945207 29950207 RP23-110D11.1:NM_001099919:NM_001100610:NM_001099347:NM_001110250:NM_001109970:NM_001102678 0 -
42033 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 28256409 28261409 RP23-98M14.1:NM_001099325 0 -
42032 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 28256440 28261440 CR938712.1:NM_009529 0 -
42031 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 28256440 28261440 RP24-73A23.1:NM_001100609 0 -
42030 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 28256409 28261409 RP24-89M24.1:NM_001109969 0 -
42029 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 28256440 28261440 RP23-110D11.1:NM_001099919:NM_001110250:NM_001100610:NM_001099347:NM_001109970:NM_001102678 0 -
42028 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27909609 27914609 RP23-98M14.1:NM_001099325 0 -
42027 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27909640 27914640 CR938712.1:NM_009529 0 -
42026 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27909640 27914640 RP24-73A23.1:NM_001100609 0 -
42025 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27909609 27914609 RP24-89M24.1:NM_001109969 0 -
42024 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27909640 27914640 RP23-110D11.1:NM_001099919:NM_001100610:NM_001110250:NM_001099347:NM_001109970:NM_001102678 0 -
42023 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27595370 27600370 CR938712.1:NM_009529 0 -
42022 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27595370 27600370 RP24-73A23.1:NM_001100609 0 -
42021 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27595339 27600339 RP24-89M24.1:NM_001109969 0 -
42020 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27595370 27600370 RP23-110D11.1:NM_001099919:NM_001100610:NM_001099347:NM_001110250:NM_001109970:NM_001102678 0 -
42019 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27248623 27253623 RP23-98M14.1:NM_001099325 0 -
42018 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27248654 27253654 CR938712.1:NM_009529 0 -
42017 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27248654 27253654 RP24-73A23.1:NM_001100609 0 -
42016 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27248623 27253623 RP24-89M24.1:NM_001109969 0 -
42015 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 27248654 27253654 RP23-110D11.1:NM_001099919:NM_001100610:NM_001099347:NM_001110250:NM_001109970:NM_001102678 0 -
42014 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26901719 26906719 RP24-89M24.1:NM_001109969 0 -
42013 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26901750 26906750 RP23-110D11.1:NM_001099919:NM_001099347:NM_001110250:NM_001100610:NM_001109970:NM_001102678 0 -
42012 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26819536 26824536 RP23-98M14.1:NM_001099325 0 -
42011 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26819567 26824567 CR938712.1:NM_009529 0 -
42010 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26819567 26824567 RP24-73A23.1:NM_001100609 0 -
42009 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26819536 26824536 RP24-89M24.1:NM_001109969 0 -
42008 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26819567 26824567 RP23-110D11.1:NM_001099919:NM_001099347:NM_001100610:NM_001110250:NM_001109970:NM_001102678 0 -
42007 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26360294 26365294 AC140440.1:NM_001114754 0 -
42003 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 26360294 26365294 BX571729.3:NM_001104946 0 -
42000 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 24726080 24731080 CT954250.1:NM_001040669 0 -
41999 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 24495982 24500982 RP24-89M24.1:NM_001109969 0 -
41998 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 24496013 24501013 RP23-110D11.1:NM_001099919:NM_001099347:NM_001110250:NM_001100610:NM_001109970:NM_001102678 0 -
41851 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 4444026 4449026 GM3706:NM_001099643 0 +
41850 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 4072463 4077463 RP23-14B5.1:NM_001085553 0 +
41847 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 3745693 3750693 GM3706:NM_001099643 0 +
41841 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 3408167 3413167 RP23-14B5.1:NM_001085551:NM_001085545 0 +
41840 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 3408167 3413167 RP23-136N4.1:NM_001085552 0 +
40306 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 97827984 97832984 BC016201:NM_145601 0 -
39733 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 22192218 22197218 DEFA-RS7:NM_007848 0 +
39732 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 22192218 22197218 DEFA23:NM_001012307 0 +
39063 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 113356353 113361353 GVIN1:NM_001039160:NM_029000 0 -
38044 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 24034200 24039200 NM_001166746:NM_001166746 0 -
38043 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23999850 24004850 NM_001166846:NM_001166846:NM_001166759:NM_001166849:NM_001166850:NM_001166753:NM_001166848 0 +
38042 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23926998 23931998 GM5891:NM_001034904 0 -
38041 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23838058 23843058 NM_001166755:NM_001166755:NM_001166747 0 +
38037 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23544215 23549215 NM_001166845:NM_001166845:NM_001166754 0 +
38036 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23502228 23507228 GM5156:NM_001037248 0 -
38035 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23440536 23445536 NM_001166846:NM_001166846:NM_001166850:NM_001166849:NM_001166759:NM_001166753:NM_001166848 0 +
38034 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23305485 23310485 NM_001166752:NM_001166752:NM_001166738 0 +
38031 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23196101 23201101 NM_001166844:NM_001166844 0 +
38030 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23194749 23199749 V1RD14:NM_030736 0 +
38029 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23137073 23142073 AC127336.2:NR_030707 0 -
38028 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 23012002 23017002 NM_001166742:NM_001166742 0 -
38027 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22971895 22976895 NM_001166750:NM_001166750:NM_001167538 0 +
38026 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22946553 22951553 NM_001166749:NM_001166749:NM_001166723 0 -
38025 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22917259 22922259 V1RD21:NM_207547 0 -
38024 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22879385 22884385 NM_001166748:NM_001166748 0 +
38023 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22878038 22883038 AC171240.2:NM_001122682 0 +
38022 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22811415 22816415 NM_001166746:NM_001166746 0 -
38021 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22777105 22782105 NM_001166849:NM_001166849:NM_001166850:NM_001166846:NM_001166759:NM_001166753:NM_001166848 0 +
38020 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22703809 22708809 GM5891:NM_001034904 0 -
38019 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22614869 22619869 NM_001166755:NM_001166755:NM_001166747 0 +
38018 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22396610 22401610 NM_001166748:NM_001166748 0 +
38017 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22395263 22400263 AC171240.2:NM_001122682 0 +
38016 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22328608 22333608 NM_001166746:NM_001166746 0 -
38015 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 22294298 22299298 NM_001166753:NM_001166753:NM_001166850:NM_001166848:NM_001166846:NM_001166759:NM_001166849 0 +
37996 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21513142 21518142 GM5156:NM_001037248 0 -
37995 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21485734 21490734 NM_001166746:NM_001166746 0 -
37994 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21451435 21456435 NM_001166848:NM_001166848:NM_001166759:NM_001166753:NM_001166846:NM_001166850:NM_001166849 0 +
37993 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21355446 21360446 NM_001166845:NM_001166845:NM_001166754 0 +
37992 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21313459 21318459 GM5156:NM_001037248 0 -
37991 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21251766 21256766 NM_001166759:NM_001166759:NM_001166848:NM_001166753:NM_001166846:NM_001166849:NM_001166850 0 +
37988 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 21025441 21030441 NM_001166836:NM_001166836:NM_001166840 0 -
37986 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20941766 20946766 AC127336.2:NR_030707 0 -
37985 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20816676 20821676 NM_001166742:NM_001166742 0 -
37984 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20776558 20781558 NM_001166750:NM_001166750:NM_001167538 0 +
37983 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20751225 20756225 NM_001166723:NM_001166723:NM_001166749 0 -
37982 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20721936 20726936 V1RD21:NM_207547 0 -
37803 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 11980763 11985763 ZSCAN4F:NM_001110316 0 +
37785 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 10424173 10429173 VMN2R32:NM_001105151 0 -
37784 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 10353419 10358419 VMN2R32:NM_001105076 0 -
37783 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 10089686 10094686 VMN2R32:NM_001105151 0 +
37780 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 9924506 9929506 VMN2R42:NM_009493 0 +
37776 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 9349655 9354655 VMN2R32:NM_001105151 0 +
37775 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 9243938 9248938 VMN2R32:NM_001105072 0 +
37771 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 8637367 8642367 VMN2R42:NM_001105067 0 +
37770 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 8554771 8559771 VMN2R32:NM_001105068 0 +
37769 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 8314508 8319508 VMN2R32:NM_001105076 0 +
37768 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 8243754 8248754 VMN2R32:NM_001105151 0 +
37767 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 7852672 7857672 VMN2R32:NM_001105068 0 -
37766 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 7770077 7775077 VMN2R42:NM_001105067 0 -
37765 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 7639608 7644608 VMN2R32:NM_001105066 0 -
37351 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 123480923 123485923 NM_001104635:NM_001104635 0 -
37350 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 123365578 123370578 NM_001104634:NM_001104634 0 -
37325 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 122123570 122128570 NR_027619:NR_027619 0 +
37323 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 121954315 121959315 CPAMD8:NM_008646 0 +
36916 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 60891810 60896810 MMRN1:NM_001163507:NM_027613 0 +
36915 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 60777348 60782348 SNCA:NM_001042451:NM_009221 0 -
36375 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 143416771 143421771 BC016201:NM_145601 0 +
36374 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 143286733 143291733 TFF1:NM_009362 0 -
