,MaxDensityIndex,MaxDensityDiff,MaxIndex,Max,SumIndex,Sum,V1,V2,V3,V4,V5,V6,V7,V8
20,48,2,41267,0.042269,41014,0.460971,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9735962,9740962,VCPIP1:NM_173443,0,-
21,73,23,32084,0.00678,32650,0.139008,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9785710,9790710,SGK3:NM_133220:NM_177547:NM_001037759,0,+
22,62,12,7260.5,0.001443,13189,0.040093,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9896218,9901218,6030422M02RIK:NM_177722,0,+
23,70,20,34030,0.010934,35798,0.224498,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9931698,9936698,AC102570.3:NR_024067,0,-
24,39,11,33840.5,0.01047,35834,0.225351,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9930123,9935123,SNORD87:NR_004410,0,-
25,81,31,12044,0.001685,10604,0.034557,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,9996710,10001710,LRRC67:NM_145692:NM_027033,0,-
26,47,3,41239,0.041961,40511,0.420156,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,10025478,10030478,COPS5:NM_013715,0,-
27,47,3,41104,0.040512,40553,0.423569,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,10025798,10030798,CSPP1:NM_026493,0,+
28,62,12,32199.5,0.006992,33505,0.162745,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,10220250,10225250,ARFGEF1:NM_001102430,0,-
29,53.5,3.5,5477,0.001203,7367,0.026523,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,10707523,10712523,CPA6:NM_177834,0,-
30,81,31,5477,0.001203,6647,0.024641,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,10981045,10986045,PREX2:NM_029525:NM_001033636,0,+
31,41,9,5477,0.001203,3696,0.015527,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,11401692,11406692,A830018L16RIK:NM_001160371:NM_001160370:NM_177173:NM_001160369,0,+
32,51.5,1.5,2643,0.000842,2832.5,0.013,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,12706125,12711125,SULF1:NM_172294,0,+
33,41,9,31371,0.005505,32755.5,0.141507,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,12978715,12983715,SLCO5A1:NM_172841,0,-
34,78,28,32066.5,0.006744,35847,0.22581,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13114743,13119743,PRDM14:NM_001081209,0,-
35,81,31,40769,0.036965,38730,0.325872,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13361663,13366663,NCOA2:NM_008678:NM_001077695,0,-
36,55,5,31993,0.006622,33741,0.169106,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13577444,13582444,TRAM1:NM_028173,0,-
37,50,0,38072,0.022288,39151,0.343441,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13648089,13653089,LACTB2:NM_145381,0,-
38,34,16,1808,0.000722,2497,0.011987,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13656351,13661351,XKR9:NM_001011873,0,+
39,1,49,31784.5,0.006258,28133,0.076877,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,13774509,13779509,GM5138:NR_004447,0,-
40,55,5,35808,0.015138,35943,0.228937,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,14297779,14302779,EYA1:NM_010164,0,-
41,62,12,28649,0.003146,27977,0.076255,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,14743546,14748546,MSC:NM_010827,0,-
42,65,15,28839.5,0.003277,28214,0.077241,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,14906442,14911442,TRPA1:NM_177781,0,-
43,72,22,1808,0.000722,3105,0.013835,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,15300032,15305032,NM_001098528:NM_001098528,0,+
44,49,1,41245,0.042033,40325,0.408569,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,15793238,15798238,TERF1:NM_009352,0,+
45,36,14,30089.5,0.003848,31855,0.11745,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,15880302,15885302,GM106:NM_001033288,0,-
46,42,8,41979,0.054388,41611,0.52516,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16092013,16097013,RPL7:NM_011291,0,-
47,30,20,41981,0.054393,41569,0.521017,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16093462,16098462,RDH10:NM_133832,0,+
48,37,13,26977.5,0.002889,26938,0.072264,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16506882,16511882,STAU2:NM_025303:NM_001111272,0,-
49,45,5,38666,0.024583,36345,0.241225,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16606866,16611866,UBE2W:NM_025773,0,-
50,47,3,42118,0.057786,41310,0.490399,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16644445,16649445,TCEB1:NM_026456,0,-
51,54,4,33752,0.010236,33736,0.168884,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16652771,16657771,TMEM70:NM_027415:NM_026392,0,+
52,52,2,39532.5,0.02883,38791,0.328195,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,16676036,16681036,LY96:NM_016923:NM_001159711,0,+
53,58,8,21300.5,0.002308,16840,0.047814,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,17085378,17090378,JPH1:NM_020604,0,-
54,82,32,9674.5,0.001565,5584.5,0.021542,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,17132953,17137953,GDAP1:NM_010267,0,+
55,29,21,15399,0.001926,7792.5,0.027728,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,17589481,17594481,PI15:NM_053191,0,+
56,32,18,1808,0.000722,4660,0.018607,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,17714997,17719997,CRISPLD1:NM_031402,0,+
57,19,31,1808,0.000722,2057,0.010574,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,18124631,18129631,CRISP4:NM_030033,0,-
58,89,39,2790,0.000843,1564.5,0.008534,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,18211144,18216144,DEFB44:NR_002879,0,-
59,93,43,1808,0.000722,1527,0.008352,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,18225023,18230023,DEFB18:NM_001039123,0,-
60,4,46,1808,0.000722,2509,0.012017,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,18252718,18257718,DEFB41:NM_183124:NM_001040027,0,-
61,76,26,7474.5,0.001444,6309.5,0.023625,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,19090602,19095602,TCFAP2D:NM_153154,0,+
62,86,36,4442.5,0.001088,8165,0.028716,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,19196494,19201494,TCFAP2B:NM_009334:NM_001025305,0,+
63,54.5,4.5,2643,0.000842,5380,0.020839,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20605637,20610637,PKHD1:NM_153179,0,-
64,51,1,12516,0.001805,7173,0.02602,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20666590,20671590,MMU-MIR-206:NR_029593,0,+
65,48.5,1.5,3516.5,0.000963,6374,0.023783,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20670349,20675349,MMU-MIR-133B:NR_029902,0,+
66,1,49,4234.5,0.001083,6304,0.023614,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20718485,20723485,IL17A:NM_010552,0,+
67,77.5,27.5,3516.5,0.000963,3360,0.014504,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20771850,20776850,IL17F:NM_145856,0,-
68,47,3,42262,0.061507,38131,0.301319,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20807793,20812793,MCM3:NM_008563,0,-
69,58,8,34090.5,0.011051,32820,0.143116,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20878202,20883202,PAQR8:NM_028829,0,+
70,53,3,34642,0.012231,34621,0.193191,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,20939206,20944206,EFHC1:NM_027974,0,+
71,59,9,32642,0.007947,34759,0.196218,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21066805,21071805,TRAM2:NM_133252:NM_177409,0,-
72,53,3,41043,0.039784,38373,0.309915,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21206211,21211211,TMEM14A:NM_029398,0,+
73,10.5,39.5,5477,0.001203,8576,0.029721,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21228169,21233169,GSTA3:NM_001077353:NM_010356,0,+
74,97.5,47.5,3516.5,0.000963,6665,0.024705,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21285892,21290892,AC101743.4:NR_002858,0,-
75,50,0,32894,0.008451,34237,0.182536,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21337257,21342257,KHDC1A:NM_183322,0,+
76,84,34,30606,0.004341,31066,0.100157,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21355911,21360911,KHDC1C:NM_001033904,0,+
77,85,35,12516,0.001805,14631,0.043344,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21371136,21376136,KHDC1B:NM_001113187,0,+
78,71,21,36726,0.017738,38954,0.33483,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,21949522,21954522,KCNQ5:NM_023872:NM_001160139,0,-
79,93,43,3516.5,0.000963,6141,0.023061,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,22810062,22815062,NM_053270:NM_053270:NM_183018:NM_001012623:NM_001012625:NM_001012624,0,-
80,38,12,3516.5,0.000963,5242.5,0.020495,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23106591,23111591,4933415F23RIK:NM_025746,0,-
81,94,44,2643,0.000842,3465,0.014957,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23276607,23281607,MMU-MIR-30A:NR_029533,0,+
82,30.5,19.5,3516.5,0.000963,2579,0.012207,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23296039,23301039,MMU-MIR-30C-2:NR_029717,0,+
83,43,7,32546,0.00773,32943,0.14661,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23387513,23392513,OGFRL1:NM_001081079,0,-
84,70,20,28687,0.003234,25440,0.067526,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23766264,23771264,B3GAT2:NM_172124,0,+
85,46,4,30473,0.004211,32287,0.128804,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,23926627,23931627,SMAP1:NM_028534,0,-
86,51,1,37205,0.019242,36120,0.234282,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,24009978,24014978,1110058L19RIK:NM_026503,0,-
87,66,16,28772,0.003255,25180.5,0.06682,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,24104679,24109679,FAM135A:NM_026604,0,-
88,58.5,8.5,7474.5,0.001444,6353.5,0.023727,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,24181948,24186948,COL9A1:NM_007740,0,+
89,60.5,10.5,5477,0.001203,5792.5,0.022123,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,24591775,24596775,COL19A1:NM_007733,0,-
90,47,3,39915,0.031145,37439,0.276871,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,24682882,24687882,LMBRD1:NM_026719,0,+
91,46,4,1808,0.000722,4347,0.01763,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,25884051,25889051,BAI3:NM_175642,0,-
92,59,9,15310,0.001925,19294.5,0.052924,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,26741804,26746804,4931408C20RIK:NM_001033764,0,-
93,46,4,9565.5,0.001564,5636,0.021665,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,28834596,28839596,AC121566.2:NM_001013750,0,-
94,34.5,15.5,2643,0.000842,5726,0.021907,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,30917600,30922600,PHF3:NM_001081080,0,-
95,46,4,38829,0.025184,38364,0.30964,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31004099,31009099,PTP4A1:NM_011200,0,-
96,45,5,38894,0.025428,38396,0.310977,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31004054,31009054,RP23-207B21.1:NR_002688,0,-
97,47,3,9417.5,0.00148,5655,0.0217,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31277000,31282000,4931428L18RIK:NM_027637:NR_033445,0,-
98,16,34,2848.5,0.000853,5889,0.022418,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31230779,31235779,LGSN:NM_153601,0,+
99,50,0,7474.5,0.001444,6299.5,0.023596,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31277183,31282183,4930521A18RIK:NM_029062,0,+
100,39.5,10.5,3516.5,0.000963,4369,0.017692,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,31319191,31324191,NR_015347:NR_015347,0,+
101,42.5,7.5,5477,0.001203,5087,0.01998,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,32227150,32232150,KHDRBS2:NM_133235,0,+
102,7,43,5477,0.001203,2996,0.013523,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,32601637,32606637,AC122027.1:NM_001164286,0,-
103,46,4,34848,0.012757,34375,0.186467,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33724102,33729102,PRIM2:NM_008922,0,-
104,54,4,34743,0.012494,34407,0.187152,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33724168,33729168,1700001G17RIK:NR_033199,0,+
105,47,3,31015.5,0.004945,30236,0.089938,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33774240,33779240,RAB23:NM_008999:NM_001159729,0,+
106,62,12,32782,0.008221,34353.5,0.185997,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33812094,33817094,BAG2:NM_145392,0,-
107,44,6,34767,0.012523,35642,0.21982,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33868771,33873771,ZFP451:NM_133817,0,-
108,75,25,5847,0.001205,9832.5,0.032776,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33893258,33898258,RBM10:NM_001161816,0,-
109,16,34,31936.5,0.006505,33673,0.167253,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,33961965,33966965,BEND6:NM_177235,0,-
110,41,9,31705,0.006123,29541,0.084412,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34066169,34071169,DST:NM_133833:NM_134448,0,+
111,51,1,42578,0.073997,42595,0.768475,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34494016,34499016,CCDC115:NM_027159,0,-
112,47,3,42607,0.07517,42598,0.769811,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34494173,34499173,IMP4:NM_178601,0,+
113,52,2,35042.5,0.013236,36500,0.246633,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34514090,34519090,PTPN18:NM_011206,0,+
114,65,15,15399,0.001926,13919.5,0.04179,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34552774,34557774,PRSS39:NM_009355,0,+
115,84,34,32079.5,0.006756,32481,0.134401,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34589992,34594992,CFC1:NM_007685,0,+
116,84,34,5788.5,0.001204,10804.5,0.034957,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34615287,34620287,TESP2:NM_009356,0,-
117,46,4,20773.5,0.002195,25476,0.067643,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34634037,34639037,FAM123C:NM_213727,0,+
118,67,17,36765.5,0.017836,36213,0.236971,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34856066,34861066,ARHGEF4:NM_183019,0,+
119,47,3,38324,0.023235,36805,0.255294,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34897394,34902394,FAM168B:NM_001160236:NM_174997:NM_001160235,0,-
120,48,2,36334,0.016618,34914,0.200605,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,34904303,34909303,PLEKHB2:NM_145516,0,+
121,60,10,33742,0.01023,36634,0.250328,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36122744,36127744,HS6ST1:NM_015818,0,+
122,65,15,30845,0.004707,32516,0.135619,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36298646,36303646,UGGT1:NM_198899,0,-
123,51,1,31133,0.005167,32693,0.140169,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36327769,36332769,NEURL3:NM_153408,0,-
124,54,4,37974,0.021902,41802,0.552353,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36362077,36367077,ARID5A:NM_145996:NM_001172206:NM_001172205:NR_033310,0,+
125,62,12,33204.5,0.009134,34355,0.186026,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36423525,36428525,4632411B12RIK:NM_172652,0,-
126,61,11,40245,0.033328,40676,0.433231,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36499583,36504583,LMAN2L:NM_001013374,0,-
127,42,8,34003,0.010839,37043,0.26314,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36525941,36530941,CNNM4:NM_033570,0,+
128,45,5,36493,0.017088,34530,0.19076,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36566220,36571220,CNNM3:NM_053186:NM_001039551,0,+
129,72,22,38380,0.023445,38529,0.316807,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36590073,36595073,ANKRD23:NM_153502,0,-
130,48,2,41394,0.043755,40521,0.420818,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36601545,36606545,ANKRD39:NM_026241,0,-
131,76,26,36479,0.017067,37646,0.284039,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36612725,36617725,SEMA4C:NM_001126047,0,-
132,31,19,30698,0.004456,26985,0.072425,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36737527,36742527,FAM178B:NM_027957:NM_001126046:NM_201365,0,-
133,50,0,40368,0.034081,38667,0.322385,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36745831,36750831,COX5B:NM_009942,0,+
134,47,3,37273.5,0.019485,38322,0.308124,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36764269,36769269,ACTR1B:NM_146107,0,-
135,48,2,34616.5,0.012159,33923,0.17391,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36816205,36821205,ZAP70:NM_009539,0,+
136,40,10,40947,0.038771,39675,0.368777,refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed,DNase1HS_8846_bed,chr1,36993871,36998871,TMEM131:NM_018872,0,-
