MaxDensityIndex MaxDensityDiff MaxIndex Max SumIndex Sum V1 V2 V3 V4 V5 V6 V7 V8
42843 83.5 33.5 2316 0.000729 1199 0.006555 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrY 392810 397810 NR_027507:NR_027507 0 -
42842 34 16 704.5 0.000364 590.5 0.001092 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrY 344554 349554 EIF2S3Y:NM_012011 0 +
42841 18 32 2316 0.000729 1127 0.006228 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrY 231730 236730 KDM5D:NM_011419 0 +
42840 84 34 7864 0.001457 2721 0.012735 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrY 152655 157655 UBE1Y1:NM_011667 0 +
42839 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrY 131351 136351 ZFY1:NM_009570 0 -
42836 52 2 3090.5 0.000929 2541 0.012051 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 166120678 166125678 MID1:NM_010797:NM_183151 0 +
42834 92 42 6298.5 0.001276 3785 0.015819 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 165622640 165627640 AMELX:NM_001081978:NM_009666 0 -
42829 80 30 6298.5 0.001276 10018.5 0.033235 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 163765959 163770959 TLR7:NM_133211 0 -
42828 31 19 7829.5 0.001456 5744 0.021954 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 163699219 163704219 TLR8:NM_133212 0 -
42823 83.5 33.5 8462 0.001458 6367 0.023754 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 162915121 162920121 RAB9:NM_019773 0 -
42820 89 39 5086 0.00111 9540 0.032146 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 162674403 162679403 GPM6B:NM_023122 0 +
42818 28 22 4705.5 0.001093 2050 0.010549 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 161762412 161767412 GLRA2:NM_183427 0 -
42815 1 49 4705.5 0.001093 1696 0.008918 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160933334 160938334 ASB9:NM_027027 0 +
42813 52 2 6298.5 0.001276 7945.5 0.028122 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160855218 160860218 PIGA:NM_011081 0 +
42812 79 29 8462 0.001458 5862.5 0.022339 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160808979 160813979 FIGF:NM_010216 0 +
42810 52 2 8462 0.001458 7915 0.028038 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160693624 160698624 BMX:NM_009759 0 -
42807 84 34 7829.5 0.001456 11252.5 0.035932 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160511480 160516480 SIAH1B:NM_009173 0 -
42806 3.5 46.5 8462 0.001458 7613.5 0.027164 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160463441 160468441 CAR5B:NM_181315 0 -
42805 83 33 6595 0.001277 7743 0.027578 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160394029 160399029 ZRSR2:NM_009453:NM_178794 0 -
42804 39 11 2967.5 0.000911 3268 0.014248 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160344591 160349591 AP1S2:NM_026887 0 +
42803 4 46 8462 0.001458 8543.5 0.029613 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 160196760 160201760 RP23-59L23.1:NR_003640 0 -
42802 44 6 4705.5 0.001093 7020 0.025633 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159985078 159990078 GRPR:NM_008177 0 -
42801 25 25 2967.5 0.000911 4986 0.019623 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159400030 159405030 S100G:NM_009789 0 -
42799 59 9 6298.5 0.001276 7476 0.026836 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159323893 159328893 SYAP1:NM_025932 0 -
42798 54 4 8462 0.001458 5238 0.020488 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159264830 159269830 4932441K18RIK:NM_178935 0 -
42797 92 42 8462 0.001458 6254 0.023492 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159195803 159200803 RBBP7:NM_009031 0 +
42796 64 14 8462 0.001458 6430 0.023901 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 159079032 159084032 REPS2:NM_178256 0 -
42793 56 6 6298.5 0.001276 4085 0.016686 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 157598203 157603203 SCML2:NM_133194 0 +
42792 50 0 4705.5 0.001093 4854 0.01929 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 157342483 157347483 GJA6:NM_001001496 0 -
42789 21.5 28.5 4705.5 0.001093 4629 0.018544 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 157155403 157160403 PPEF1:NM_011147 0 -
42787 68 18 8462 0.001458 8380 0.029222 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 156826121 156831121 GPR64:NM_001079848:NM_178712:NM_001079847:NM_001079857 0 +
42785 92 42 6298.5 0.001276 12556 0.038778 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 156423864 156428864 MAP3K15:NM_001163085 0 +
42783 31 19 4705.5 0.001093 6997 0.025549 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 155968099 155973099 A830080D01RIK:NM_001033472 0 +
42781 53 3 9376 0.001476 10773.5 0.034863 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 155807626 155812626 EIF1AY:NM_025437 0 +
42780 73 23 4998 0.001095 8154 0.028669 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 155691551 155696551 RPS6KA3:NM_148945 0 +
42777 74 24 9090.5 0.001459 8762 0.030228 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 154134549 154139549 SMPX:NM_025357 0 +
42775 35.5 14.5 4705.5 0.001093 7726 0.027515 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 153927477 153932477 SMS:NM_009214 0 -
42774 36 14 5952 0.001256 3121 0.01391 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 153850717 153855717 PHEX:NM_011077 0 -
42773 28.5 21.5 6298.5 0.001276 8088.5 0.028468 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 152055369 152060369 PTCHD1:NM_001093750 0 -
42772 5 45 8462 0.001458 9834.5 0.032777 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151770496 151775496 PRDX4:NM_016764 0 -
42771 50 0 4998 0.001095 6978 0.025511 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151694542 151699542 ACOT9:NM_019736 0 +
42770 90.5 40.5 8462 0.001458 8975 0.03073 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151648451 151653451 SAT1:NM_009121 0 -
42768 95 45 6298.5 0.001276 1907 0.009891 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151521832 151526832 MAGEA1:NM_020015 0 -
42767 35 15 4705.5 0.001093 5420 0.020972 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151493595 151498595 MAGEA5:NM_020018 0 -
42766 62 12 8462 0.001458 6506 0.024161 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151465334 151470334 MAGEA2:NM_020016 0 -
42765 66 16 4705.5 0.001093 2798.5 0.012946 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151427892 151432892 MAGEA8:NM_020020 0 -
42764 50 0 4457 0.001091 5397 0.020891 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151381611 151386611 MAGEA3:NM_020017 0 -
42763 71 21 4705.5 0.001093 8138 0.028613 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151358157 151363157 MAGEA6:NM_020019 0 -
42761 18 32 7799.5 0.001454 3417 0.014778 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 151011372 151016372 GM5647:NM_001037167 0 -
42760 39.5 10.5 704.5 0.000364 1055 0.005643 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150914044 150919044 4930542N07RIK:NM_029199 0 +
42758 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150487081 150492081 NM_030036:NM_030036 0 -
42757 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150465869 150470869 NM_030036:NM_030036 0 -
42756 63 13 2419 0.00073 1005 0.005308 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150444682 150449682 NM_030036:NM_030036 0 -
42755 78 28 9200.5 0.001462 8794.5 0.030302 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150264335 150269335 SPIN2:NM_001005370 0 +
42754 51 1 4705.5 0.001093 4995.5 0.019655 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150155596 150160596 AL831725.1:NR_028432 0 +
42753 26 24 5143 0.001158 6341 0.023705 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 150128322 150133322 KCTD12B:NM_175429 0 -
42752 48 2 7193 0.001408 8747 0.030194 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149990635 149995635 CYPT3:NM_173367 0 +
42751 72 22 5046 0.001099 7723 0.027504 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149930274 149935274 UBQLN2:NM_018798 0 +
42750 77 27 6298.5 0.001276 7754 0.0276 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149670087 149675087 KLF8:NM_173780 0 +
42748 53 3 7199 0.001416 4998 0.019662 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149550830 149555830 FOXR2:NM_001034894 0 +
42745 58.5 8.5 8462 0.001458 7781 0.027694 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149213963 149218963 GPR143:NM_010951 0 +
42744 38 12 6008.5 0.001275 7792.5 0.027728 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 149201503 149206503 SHROOM2:NM_172441 0 -
42743 61 11 6595 0.001277 13376 0.040508 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 148800153 148805153 GPR173:NM_027543 0 -
42740 79 29 4705.5 0.001093 10424 0.034181 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 148576310 148581310 IQSEC2:NM_001114664:NM_001005475 0 +
42735 26 24 2480 0.000749 3871 0.016115 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 148344388 148349388 MMU-LET-7F-2:NR_029732 0 +
42734 45 5 6298.5 0.001276 9457.5 0.031935 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 148235324 148240324 HUWE1:NM_021523 0 +
42731 47 3 6008.5 0.001275 8594 0.029762 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 147773921 147778921 NR_015600:NR_015600 0 -
42730 44 6 9090.5 0.001459 9206.5 0.031347 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 147528585 147533585 TSR2:NM_001164578:NR_028392:NM_175146 0 -
42727 10.5 39.5 6298.5 0.001276 7737 0.027556 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 147259731 147264731 NR_003597:NR_003597 0 +
42726 67 17 6298.5 0.001276 11097 0.035597 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 147246324 147251324 MAGED2:NM_030700 0 -
42725 57 7 8462 0.001458 8362 0.029179 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 147089478 147094478 TRO:NM_019548:NM_001002272 0 -
42721 49.5 0.5 2967.5 0.000911 3874 0.016127 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 146891192 146896192 TMEM29:NM_001164684:NM_001164683:NM_001164686 0 -
42718 67 17 2967.5 0.000911 910 0.004371 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 146026643 146031643 RP23-265N8.1:NM_001037716 0 +
42717 67 17 704.5 0.000364 590.5 0.001092 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145887219 145892219 RP23-291C10.1:NM_001099920 0 +
42716 67 17 2316 0.000729 720 0.002187 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145879659 145884659 RP23-330P11.1:NM_001122734:NM_011022 0 +
42715 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145537598 145542598 RP23-291C10.1:NM_001099920:NM_001099920 0 +
42714 69 19 1212 0.000547 725 0.002198 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145520357 145525357 RP23-330P11.1:NM_001122734:NM_011022:NM_001122734:NM_011022 0 +
42713 55 5 6298.5 0.001276 4659 0.018606 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145314618 145319618 LUZP4:NM_001114383 0 +
42712 50.5 0.5 704.5 0.000364 901.5 0.004368 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 145095646 145100646 RP23-265N8.1:NM_001114400 0 +
42711 50.5 0.5 252.5 0 252.5 0 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144920991 144925991 RP23-452F17.1:NM_001082966 0 +
42710 61.5 11.5 2316 0.000729 722 0.002188 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144754176 144759176 RP23-291C10.1:NM_001099920 0 +
42709 68 18 751 0.000365 848.5 0.004045 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144612766 144617766 RP23-330P11.1:NM_001122734:NM_011022:NM_001122734:NM_011022 0 +
42708 68 18 751 0.000365 848.5 0.004045 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144612766 144617766 RP23-14I19.1:NM_001081648 0 +
42707 37 13 4705.5 0.001093 916 0.004374 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144432611 144437611 RP23-291C10.1:NM_001099920 0 +
42706 68 18 8462 0.001458 2027 0.010439 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 144425035 144430035 RP23-330P11.1:NM_001122734:NM_011022 0 +
42705 64 14 6298.5 0.001276 3621.5 0.015298 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143986123 143991123 LRCH2:NM_001081173 0 -
42704 37 13 5049.5 0.0011 5209 0.02039 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143885807 143890807 V1RB10:NM_053240 0 -
42703 24.5 25.5 4705.5 0.001093 5101 0.020025 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143885749 143890749 V1RB9:NM_053230 0 -
42702 24 26 6595 0.001277 3228.5 0.014192 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143835874 143840874 IL13RA2:NM_008356 0 -
42701 84.5 34.5 1212 0.000547 1397 0.007663 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143590252 143595252 MMU-MIR-448:NR_029956 0 +
42700 51.5 1.5 2316 0.000729 1025.5 0.005463 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143434301 143439301 MMU-MIR-764:NR_030433 0 +
42699 50 0 9857.5 0.0016 2691 0.012593 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 143426432 143431432 SNORA35:NR_028446 0 +
42697 96 46 6298.5 0.001276 10526 0.034419 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 141919088 141924088 AMOT:NM_153319 0 -
42695 39 11 4705.5 0.001093 7263 0.026234 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 141120949 141125949 ZCCHC16:NM_001033795 0 +
42694 95 45 4705.5 0.001093 7087 0.025843 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140988635 140993635 MAGEB16:NM_001111315 0 -
42693 32.5 17.5 2316 0.000729 3174.5 0.014054 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140888624 140893624 NR_033259:NR_033259 0 +
42692 48 2 4705.5 0.001093 5827 0.022234 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 141120222 141125222 TRPC5:NM_009428 0 -
42690 31 19 4705.5 0.001093 9321 0.031598 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140729832 140734832 MMU-MIR-680-2:NR_030448 0 +
42689 94 44 6298.5 0.001276 6043 0.022802 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140365261 140370261 DCX:NM_001110222:NM_001110224:NM_001110223:NM_010025 0 -
42688 98 48 6298.5 0.001276 5108 0.020046 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140259454 140264454 CAPN6:NM_007603 0 -
42687 49.5 0.5 4705.5 0.001093 2871 0.013112 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140125329 140130329 PAK3:NM_008778 0 +
42686 47 3 8462 0.001458 9757.5 0.032615 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 139826304 139831304 CHRDL1:NM_001114385:NM_031258 0 -
42682 54 4 4705.5 0.001093 6284 0.023568 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138822577 138827577 ACSL4:NM_019477:NM_001033600:NM_207625 0 -
42681 2 48 6718 0.001294 11186 0.035784 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138738240 138743240 KCNE1L:NM_021487 0 -
42680 88 38 6298.5 0.001276 3675.5 0.015432 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138729547 138734547 HNRNPA1:NR_002883 0 +
42679 58 8 2316 0.000729 1204.5 0.006558 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138659979 138664979 NXT2:NM_001161430:NM_172782 0 +
42678 10 40 4705.5 0.001093 9109.5 0.031104 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138628973 138633973 GUCY2F:NM_001007576 0 -
42677 41.5 8.5 6298.5 0.001276 7426.5 0.026675 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 138157259 138162259 IRS4:NM_010572 0 -
42676 17 33 8462 0.001458 6295 0.023591 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137907461 137912461 COL4A5:NM_001163155:NM_007736 0 +
42675 57 7 6298.5 0.001276 7046 0.025712 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137906118 137911118 COL4A6:NM_053185 0 -
42674 53 3 5093 0.001111 4310.5 0.017483 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137488955 137493955 ATG4A:NM_174875 0 +
42673 46 4 4961 0.001094 4539 0.01829 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137488749 137493749 PSMD10:NM_001164177:NM_016883 0 -
42672 16 34 9440.5 0.00149 5271 0.020585 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137439646 137444646 VSIG1:NM_030181:NM_026103 0 +
42668 32 18 6743.5 0.001296 11725 0.03698 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136988641 136993641 PRPS1:NM_021463 0 +
42667 5 45 8462 0.001458 9782 0.032674 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136914009 136919009 FRMPD3:NM_177750 0 +
42666 94 44 4705.5 0.001093 6426 0.023895 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136594917 136599917 E230019M04RIK:NM_177921 0 +
42665 1 49 4705.5 0.001093 5875 0.022391 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136594606 136599606 NUP62CL:NM_001081668 0 -
42663 25.5 24.5 2967.5 0.000911 7362 0.026507 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136403546 136408546 MORC4:NM_029413 0 -
42660 29 21 8462 0.001458 7936 0.028087 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136217034 136222034 TBC1D8B:NM_001081499 0 +
42659 3 47 4705.5 0.001093 4954 0.019511 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136142658 136147658 RNF128:NM_023270 0 +
42658 13 37 6661 0.001283 7391 0.026588 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136012405 136017405 D330045A20RIK:NM_175326 0 +
42656 57 7 5961.5 0.001264 3907.5 0.016233 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 135742082 135747082 MUM1L1:NM_175541:NM_001164630:NM_001164633:NM_001164632:NM_001164631 0 +
42655 53 3 3050 0.000912 3251 0.01422 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 135617274 135622274 SERPINA7:NM_177920 0 -
42652 91.5 41.5 6298.5 0.001276 9033 0.030866 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 134103587 134108587 IL1RAPL2:NM_030688 0 +
42649 99 49 6298.5 0.001276 13373.5 0.040502 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133525193 133530193 ZCCHC18:NM_025893:NM_001035509:NM_001035510 0 +
42648 50 0 6298.5 0.001276 10818 0.034971 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133570340 133575340 MCART6:NM_001114179:NM_001082412 0 -
42647 27.5 22.5 8462 0.001458 7017 0.025625 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133508912 133513912 TMSB15B1:NM_207267:NM_001080967:NM_001081983 0 -
42646 40 10 6298.5 0.001276 4114 0.016834 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133459363 133464363 1700014N06RIK:NM_027067 0 +
42645 55 5 9893 0.001629 7094 0.025858 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133400578 133405578 RAB9B:NM_176971 0 -
42644 19 31 6298.5 0.001276 9626.5 0.032361 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133354874 133359874 PLP1:NM_011123 0 +
42639 46 4 9090.5 0.001459 9312.5 0.031586 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133198413 133203413 TCEAL3:NM_001029978 0 +
