MaxDensityIndex MaxDensityDiff MaxIndex Max SumIndex Sum V1 V2 V3 V4 V5 V6 V7 V8
41543 62 12 24935.5 0.002552 22238.5 0.059616 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 104026472 104031472 CCRL1:NM_145700 0 -
41504 57 7 24935.5 0.002552 21118 0.056995 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 98933608 98938608 GM1123:NM_001080776 0 -
41221 25 25 24935.5 0.002552 23697 0.062989 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 57860323 57865323 CYP11A1:NM_019779 0 +
41182 18 32 24935.5 0.002552 13361 0.040481 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 55783421 55788421 SCAPER:NM_001081341 0 -
40843 70 20 24935.5 0.002552 13158 0.040041 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr9 31120191 31125191 PRDM10:NM_001080817 0 +
40608 13 37 24935.5 0.002552 26714 0.071533 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 127575594 127580594 DISC1:NM_174854:NM_174853 0 +
40219 37 13 24935.5 0.002552 15536 0.04523 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 87644493 87649493 ZFP791:NM_001037745 0 -
40076 64 14 24935.5 0.002552 28961 0.081174 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 74080269 74085269 TMEM221:NM_001100462 0 -
39509 18 32 24935.5 0.002552 30370 0.091241 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 148261627 148266627 PKP3:NM_001162924:NM_019762 0 +
39266 43 7 24935.5 0.002552 26069 0.069479 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 130510928 130515928 ARHGAP17:NM_144529:NM_001122643:NM_001122642:NM_001122641:NM_001122640 0 -
39134 52 2 24935.5 0.002552 9748.5 0.032599 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 115895871 115900871 OLFR513:NM_146723 0 +
38708 75 25 24935.5 0.002552 17619 0.049455 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 88004493 88009493 ZSCAN2:NM_009553 0 +
38152 27 23 24935.5 0.002552 25967 0.069142 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 27978789 27983789 SNRPA:NM_001046637:NM_015782 0 -
38093 56.5 6.5 24935.5 0.002552 27807 0.075578 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 25542829 25547829 CD177:NM_026862 0 -
37910 63 13 24935.5 0.002552 20475 0.055458 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 18759342 18764342 IGFL3:NM_001003393 0 +
37457 70 20 24935.5 0.002552 16893.5 0.04795 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 129297803 129302803 CLEC12A:NM_177686 0 +
37452 62 12 24935.5 0.002552 17432 0.049034 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 128993418 128998418 KLRB1F:NM_153094:NR_024262:NR_024263 0 +
37135 60 10 24935.5 0.002552 27311.5 0.073632 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 90272678 90277678 AC122521.1:NM_027928 0 -
36635 61 11 24935.5 0.002552 18429.5 0.051089 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 34423855 34428855 BPGM:NM_007563 0 +
36255 57 7 24935.5 0.002552 25544 0.067866 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 136644025 136649025 ORAI2:NM_178751 0 -
35959 72 22 24935.5 0.002552 27871.5 0.075837 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 112875945 112880945 NM_001177504:NM_001177504 0 +
35708 85 35 24935.5 0.002552 10557 0.034468 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 86599267 86604267 UBA6:NM_172712 0 -
35475 97 47 24935.5 0.002552 27185 0.073106 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 32436344 32441344 FOSL2:NM_008037 0 +
35174 80 30 24935.5 0.002552 13962 0.041894 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 149653524 149658524 RERE:NM_001085492 0 +
35038 76 26 24935.5 0.002552 27819 0.075652 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 140641759 140646759 SPATA21:NM_177867 0 +
35022 44 6 24935.5 0.002552 30639 0.094183 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 139206952 139211952 TAS1R2:NM_031873 0 +
34959 45 5 24935.5 0.002552 29494 0.084173 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 135526008 135531008 LYPLA2:NM_011942 0 -
34651 7 43 24935.5 0.002552 26197 0.069856 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 117557433 117562433 ATP6V0B:NM_033617 0 -
34635 65 15 24935.5 0.002552 16229.5 0.046603 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 116766460 116771460 PTCH2:NM_008958 0 +
34263 64 14 24935.5 0.002552 25287 0.067108 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 56753793 56758793 ACTL7A:NM_009611 0 +
34053 47 3 24935.5 0.002552 17721 0.04967 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr4 32884733 32889733 LYRM2:NM_175364 0 +
33560 95 45 24935.5 0.002552 29265 0.082852 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 96509982 96514982 AC112261.3:NM_001162925:NM_030094 0 -
33198 5 45 24935.5 0.002552 23984.5 0.063699 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 65193974 65198974 SSR3:NM_026155 0 -
33152 60 10 24935.5 0.002552 22302.5 0.059754 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 57226831 57231831 TM4SF4:NM_145539 0 +
32795 6 44 24935.5 0.002552 19737 0.053917 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 165211258 165216258 ZFP334:NM_178411 0 -
32509 72 22 24935.5 0.002552 30862 0.096995 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 148231423 148236423 THBD:NM_009378 0 -
32475 33 17 24935.5 0.002552 17380 0.048924 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 143686408 143691408 BFSP1:NM_009751 0 -
32430 72 22 24935.5 0.002552 29747 0.085765 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 131682982 131687982 ERV3:NM_001166206 0 -
32385 62 12 24935.5 0.002552 23279 0.062006 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 129835609 129840609 TGM3:NM_009374 0 +
32146 62 12 24935.5 0.002552 4736 0.018802 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 111216658 111221658 OLFR1284:NM_146381 0 +
31444 26 24 24935.5 0.002552 19788 0.054007 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 31541575 31546575 ABL1:NM_001112703:NM_009594 0 +
31306 38 12 24935.5 0.002552 31399 0.105995 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 25353797 25358797 FBXW5:NM_013908 0 +
30782 65 15 24935.5 0.002552 11051 0.035467 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr19 13900383 13905383 OLFR1500:NM_001011831 0 -
30656 59 9 24935.5 0.002552 25225 0.066935 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr19 10090217 10095217 RAB3IL1:NM_144538 0 +
30616 66 16 24935.5 0.002552 23546 0.062615 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr19 8663243 8668243 SLC22A8:NM_031194:NM_001164634:NM_001164635 0 +
30497 32 18 24935.5 0.002552 29958 0.087409 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr19 5065577 5070577 CD248:NM_054042 0 +
30380 96 46 24935.5 0.002552 21511 0.057909 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr18 77092643 77097643 NM_001109743:NM_001109743 0 +
30209 84 34 24935.5 0.002552 17744 0.049726 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr18 46683124 46688124 FEM1C:NM_173423 0 -
30140 90 40 24935.5 0.002552 27022 0.072563 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr18 37599670 37604670 PCDHB13:NM_053138 0 +
30015 43 7 24935.5 0.002552 12239 0.038078 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr18 20902404 20907404 B4GALT6:NM_019737 0 -
29945 61 11 24935.5 0.002552 14065.5 0.042118 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 95146939 95151939 NR_024720:NR_024720 0 +
29941 54 4 24935.5 0.002552 21876 0.058744 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 89597514 89602514 FSHR:NM_013523 0 -
29857 8 42 24935.5 0.002552 17333 0.048821 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 75402368 75407368 LTBP1:NM_019919:NM_206958 0 +
29800 36 14 24935.5 0.002552 11499 0.036507 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 65960394 65965394 VAPA:NM_013933 0 -
29653 41 9 24935.5 0.002552 21564.5 0.058055 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 46779592 46784592 KLC4:NM_029091 0 -
29622 67 17 24935.5 0.002552 27586 0.074723 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 45684125 45689125 TMEM151B:NM_001013749 0 -
29414 7 43 24935.5 0.002552 30214 0.089727 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 34984835 34989835 RDBP:NM_001045864:NM_138580:NM_001045863 0 +
29220 88 38 24935.5 0.002552 26635 0.071294 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 27067571 27072571 PHF1:NM_009343 0 +
29140 43 7 24935.5 0.002552 10713.5 0.034768 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 24938826 24943826 4930528F23RIK:NM_029197 0 +
28938 7 43 24935.5 0.002552 12454.5 0.038518 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 11030556 11035556 PACRG:NM_027032 0 -
28674 59 9 24935.5 0.002552 14137 0.042272 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr16 56793470 56798470 GPR128:NM_172825 0 -
28259 2 48 24935.5 0.002552 26745 0.071656 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr16 5130073 5135073 PPL:NM_008909 0 -
28213 73 23 24935.5 0.002552 19985 0.054401 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 103100848 103105848 COPZ1:NM_019817 0 +
28140 71 21 24935.5 0.002552 30737 0.095375 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 101112231 101117231 9430023L20RIK:NM_026566 0 +
28128 23 27 24935.5 0.002552 28377 0.078027 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 100414295 100419295 POU6F1:NM_010127 0 -
27959 38 12 24935.5 0.002552 24557 0.065188 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 85164310 85169310 ATXN10:NM_016843 0 +
27902 10 40 24935.5 0.002552 29999 0.087861 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 82026051 82031051 MMU-MIR-33:NR_029804 0 +
27887 8 42 24935.5 0.002552 30129 0.089056 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 81630602 81635602 TEF:NM_153484:NM_017376 0 +
27748 34 16 24935.5 0.002552 22335 0.059812 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 76202867 76207867 TSSK5:NM_183099 0 -
27712 63 13 24935.5 0.002552 23945 0.063576 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr15 75259758 75264758 9030619P08RIK:NM_001039720 0 -
27411 26 24 24935.5 0.002552 24814.5 0.065882 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 118448967 118453967 DCT:NM_010024 0 -
27297 92 42 24935.5 0.002552 25853 0.068834 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 70942929 70947929 REEP4:NM_180588 0 +
27263 92 42 24935.5 0.002552 16313 0.046742 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 68360785 68365785 GNRH1:NM_008145 0 +
27246 99 49 24935.5 0.002552 26657.5 0.071378 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 66625546 66630546 GULO:NM_178747 0 -
27049 57 7 24935.5 0.002552 17557 0.049324 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 52967218 52972218 OLFR1513:NM_001012269 0 -
26793 98 48 24935.5 0.002552 21268 0.05734 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr14 26659140 26664140 ANXA11:NM_013469 0 +
26633 59 9 24935.5 0.002552 15234.5 0.044545 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr13 107724494 107729494 IPO11:NM_029665 0 -
26532 56 6 24935.5 0.002552 24603 0.065284 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr13 92013989 92018989 CKMT2:NM_198415 0 -
26155 46 4 24935.5 0.002552 24272 0.064417 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr13 33054881 33059881 SERPINB6B:NM_011454 0 +
25732 17 33 24935.5 0.002552 23521 0.062562 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr12 106395413 106400413 TCL1B1:NM_013773 0 +
25583 62 12 24935.5 0.002552 9371 0.031706 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr12 85789957 85794957 AC110564.1:NM_173756 0 +
25171 40 10 24935.5 0.002552 24990.5 0.066358 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 120440433 120445433 ARHGDIA:NM_133796 0 -
25143 88 38 24935.5 0.002552 24234 0.064309 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 119406633 119411633 NPTX1:NM_008730 0 -
25125 46 4 24935.5 0.002552 29624 0.0849 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 118201347 118206347 DDC8:NM_021440 0 -
24972 62 12 24935.5 0.002552 13603.5 0.0411 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 106990735 106995735 NM_176850:NM_176850 0 -
24694 35 15 24935.5 0.002552 25665 0.068283 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 97522225 97527225 MLLT6:NM_139311 0 +
24624 6 44 24935.5 0.002552 25894 0.068951 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 94795083 94800083 COL1A1:NM_007742 0 +
24416 7 43 24935.5 0.002552 20987.5 0.056646 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 77999428 78004428 RAB34:NM_001159482:NM_033475 0 +
24141 89 39 24935.5 0.002552 25477 0.067643 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 68367187 68372187 MFSD6L:NM_146004 0 +
24043 97 47 24935.5 0.002552 23603 0.062733 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 59620774 59625774 FLCN:NM_146018 0 -
24013 84 34 24935.5 0.002552 28300 0.077696 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 58678241 58683241 2810021J22RIK:NM_172403 0 +
23943 67 17 24935.5 0.002552 30361 0.091194 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr11 53880018 53885018 PDLIM4:NM_019417 0 -
23125 8 42 24935.5 0.002552 28217 0.077252 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr10 80258979 80263979 SF3A2:NM_013651 0 +
23123 26 24 24935.5 0.002552 27488 0.07432 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr10 80215450 80220450 DOT1L:NM_199322 0 +
22884 99 49 24935.5 0.002552 30303 0.090623 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr10 60213029 60218029 SLC29A3:NM_023596 0 -
22742 66 16 24935.5 0.002552 15530 0.045221 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr10 29917845 29922845 2610036L11RIK:NM_001109747 0 -
22403 64 14 24935.5 0.002552 27338 0.07373 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 173486823 173491823 CD244:NM_018729 0 +
22302 17 33 24935.5 0.002552 23853 0.063349 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 164566780 164571780 MYOC:NM_010865 0 +
22288 14 36 24935.5 0.002552 16172.5 0.046502 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 162998262 163003262 DARS2:NM_172644 0 -
22263 9 41 24935.5 0.002552 11779 0.037111 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 158867256 158872256 RALGPS2:NM_001159966:NM_023884:NM_001159965:NM_001159967:NM_001159968:NR_027640 0 -
22233 63 13 24935.5 0.002552 28335 0.077853 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 155269838 155274838 1700012A16RIK:NM_001033162 0 +
22163 23 27 24935.5 0.002552 29923 0.087062 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 137623273 137628273 CSRP1:NM_007791 0 +
21472 25 25 24935.5 0.002552 12983 0.039732 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr1 15793238 15798238 TERF1:NM_009352 0 +
40207 84 34 25010.5 0.002553 24755 0.065731 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 87491046 87496046 PRDX2:NM_011563 0 +
40174 92 42 25010.5 0.002553 26610 0.071211 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr8 86607497 86612497 MMU-MIR-709:NR_030490 0 +
39366 8 42 25010.5 0.002553 28272 0.077523 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 135071126 135076126 PRSS8:NM_133351 0 -
39328 59 9 25010.5 0.002553 28740 0.079841 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 134359458 134364458 SEPT1:NM_017461 0 -
39272 10 40 25010.5 0.002553 24467 0.064947 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 132632555 132637555 NSMCE1:NM_026330 0 -
38741 73 23 25010.5 0.002553 23058 0.061508 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 91555968 91560968 ARNT2:NM_007488 0 -
38196 66 16 25010.5 0.002553 19844.5 0.054128 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 29292878 29297878 IL28A:NM_001024673 0 -
37970 2 48 25010.5 0.002553 28208 0.077211 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr7 20298277 20303277 TOMM40:NM_001109748:NM_016871 0 -
37342 16 34 25010.5 0.002553 14264 0.042519 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr6 122937884 122942884 CLEC4A4:NM_001005860 0 +
35826 38 12 25010.5 0.002553 23626.5 0.062796 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 99463597 99468597 PRKG2:NM_008926 0 -
35537 74 24 25010.5 0.002553 28206.5 0.07721 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr5 37630818 37635818 CRMP1:NM_001136058:NM_007765 0 +
33563 20 30 25010.5 0.002553 28715 0.079703 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 96630773 96635773 CD160:NM_018767:NM_001163497:NM_001163496 0 -
33344 60 10 25010.5 0.002553 23146 0.061722 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 88937563 88942563 PKLR:NM_013631:NM_001099779 0 +
33055 56 6 25010.5 0.002553 24315 0.064529 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr3 31046412 31051412 CLDN11:NM_008770 0 +
32831 67 17 25010.5 0.002553 30863 0.096996 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 168092330 168097330 KCNG1:NM_001081134 0 -
32598 9 41 25010.5 0.002553 19508 0.053409 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 153114651 153119651 KIF3B:NM_008444 0 +
32432 14 36 25010.5 0.002553 25269.5 0.067075 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 131774096 131779096 PRND:NM_023043:NM_001126338 0 +
32369 79 29 25010.5 0.002553 28788 0.080104 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 128687167 128692167 FBLN7:NM_024237 0 +
31726 26 24 25010.5 0.002553 16455 0.047069 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr2 76485829 76490829 DFNB59:NM_001080711 0 +
30416 38 12 25010.5 0.002553 15055.5 0.044205 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr18 84756395 84761395 ZFP407:NM_001033341 0 -
29905 79 29 25010.5 0.002553 23896 0.063451 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 85023338 85028338 DYNC2LI1:NM_172256 0 +
29889 12 38 25010.5 0.002553 21112 0.056964 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 80770381 80775381 AC161447.1:NR_028385 0 -
29633 56 6 25010.5 0.002553 23567.5 0.062649 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 46278646 46283646 RSPH9:NM_029338 0 -
29433 87 37 25010.5 0.002553 25337 0.067222 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 35200628 35205628 AU023871:NM_001033221 0 -
29428 45 5 25010.5 0.002553 30711 0.094953 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 35151023 35156023 D17H6S56E-3:NM_138582 0 +
29417 69 19 25010.5 0.002553 22134 0.059345 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chr17 35029003 35034003 ZBTB12:NM_198886 0 +
