MaxDensityIndex MaxDensityDiff MaxIndex Max SumIndex Sum V1 V2 V3 V4 V5 V6 V7 V8
42720 39 11 11502.5 0.001642 7634 0.027224 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 146745406 146750406 AL844156.1:NM_001101501 0 -
42696 4 46 13637 0.001822 11092 0.035584 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 141780936 141785936 LHFPL1:NM_178358 0 -
42691 12 38 10683.5 0.00164 8577.5 0.029723 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 140750008 140755008 ALG13:NM_026247 0 +
42684 41 9 11628 0.001648 6463 0.024002 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 139398770 139403770 AMMECR1:NM_019496 0 -
42683 40 10 13637 0.001822 15092.5 0.04428 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 139113460 139118460 TMEM164:NM_177592 0 +
42671 85 35 10683.5 0.00164 9644 0.0324 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137345471 137350471 TEX13:NM_031381 0 -
42670 69 19 13637 0.001822 5818 0.022214 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137210066 137215066 MID2:NM_011845 0 +
42669 12 38 10683.5 0.00164 11009.5 0.035368 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 137132560 137137560 TSC22D3:NM_010286:NM_001077364 0 -
42664 75 25 13637 0.001822 9797 0.032712 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136530633 136535633 RBM41:NM_153586:NM_001172148:NM_001172147 0 -
42662 71.5 21.5 10683.5 0.00164 14588 0.04327 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 136332866 136337866 CLDN2:NM_016675 0 +
42654 35 15 13637 0.001822 6784 0.024971 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 135446468 135451468 NRK:NM_013724 0 +
42653 54 4 13637 0.001822 7269 0.02625 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 134741618 134746618 TEX13A:NM_026469 0 -
42651 58.5 8.5 10683.5 0.00164 10230 0.033694 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133652364 133657364 ESX1:NM_007957 0 -
42650 37 13 13637 0.001822 9727.5 0.032547 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133581632 133586632 BC031748:NM_146261 0 +
42643 6 44 12420.5 0.001803 17415 0.048995 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133311759 133316759 GLRA4:NM_010297 0 -
42642 17.5 32.5 13637 0.001822 6772 0.024951 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133274995 133279995 NR_033324:NR_033324 0 +
42641 98 48 13637 0.001822 7747.5 0.027589 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133275724 133280724 MORF4L2:NM_001168225:NM_001168226:NM_001168229:NM_019768:NM_001168227:NM_001168228:NM_001168230 0 -
42640 48 2 10683.5 0.00164 8662 0.029978 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 133240103 133245103 TCEAL1:NM_146236 0 +
42636 75 25 13637 0.001822 8504 0.029523 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 132802291 132807291 NGFRAP1:NM_001110234:NM_001110233:NM_009750 0 +
42634 95 45 13637 0.001822 2785 0.012922 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 132756079 132761079 TCEAL7:NM_001127169 0 +
42633 63 13 13637 0.001822 7505 0.026916 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 132747551 132752551 BEX1:NM_009052 0 -
42632 81 31 10683.5 0.00164 10378 0.034014 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 132735889 132740889 TCEAL5:NM_177919 0 -
42631 80 30 11416.5 0.001641 6544.5 0.024279 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 132704289 132709289 TCEAL8:NM_025703:NM_001168578 0 -
42611 64 14 10683.5 0.00164 9965 0.033107 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131742725 131747725 TCEAL6:NM_025355 0 -
42607 9 41 10683.5 0.00164 11052 0.03547 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131496792 131501792 NXF2:NM_031259 0 -
42599 84 34 11628 0.001648 19628 0.053661 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 131115178 131120178 BTK:NM_013482 0 -
42596 6 44 10683.5 0.00164 9777 0.03266 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 130936818 130941818 DRP2:NM_010078 0 +
42593 27 23 10683.5 0.00164 9164 0.031247 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 130809022 130814022 TRMT2B:NM_001167994:NM_172540:NM_001167995 0 -
42588 58 8 11628 0.001648 7189 0.026061 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 130513821 130518821 SYTL4:NM_013757 0 -
42587 28 22 12664 0.001813 10101 0.033409 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 130440464 130445464 SRPX2:NM_001083895:NM_026838 0 +
42584 92 42 13637 0.001822 10637 0.034631 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 130221031 130226031 PCDH19:NM_001105246:NM_001105245 0 -
42571 53 3 10683.5 0.00164 7041 0.025702 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 114125865 114130865 RP23-234K17.1:NM_001102665 0 +
42570 79 29 13637 0.001822 3635.5 0.015318 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 113560052 113565052 CPXCR1:NM_001033471 0 +
42569 58.5 8.5 13637 0.001822 6058.5 0.022835 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 112018690 112023690 4930524E20RIK:NM_001081661 0 +
42568 93 43 13637 0.001822 5523 0.021339 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 112016120 112021120 UBE2DNL:NR_003645 0 +
42561 71 21 10683.5 0.00164 10041.5 0.033289 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 109517887 109522887 SATL1:NM_028655 0 -
42534 56 6 13637 0.001822 7359 0.026499 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 103413996 103418996 TAF9B:NM_001001176:NM_001167988 0 -
42529 83 33 13637 0.001822 9204 0.031345 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 103204624 103209624 MAGT1:NM_025952 0 -
42524 5 45 10683.5 0.00164 5790 0.022118 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 102537207 102542207 MMU-MIR-384:NR_029910 0 -
42516 63 13 10683.5 0.00164 9107 0.03109 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 101606684 101611684 ABCB7:NM_009592 0 -
42511 57.5 7.5 13637 0.001822 10546.5 0.034452 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100823424 100828424 ZCCHC13:NM_029158 0 +
42510 66 16 10683.5 0.00164 8990 0.03077 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100765992 100770992 MMU-MIR-374:NR_030418 0 -
42506 34 16 10683.5 0.00164 9936 0.033029 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100686414 100691414 AL669964.4:NR_015508 0 +
42502 64 14 13637 0.001822 8938 0.030618 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100549314 100554314 CHIC1:NM_009767 0 +
42498 57 7 11416.5 0.001641 14382.5 0.0428 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100127061 100132061 NR_026596:NR_026596 0 -
42497 37 13 10683.5 0.00164 11293 0.036016 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 100101525 100106525 DMRTC1A:NM_029378:NM_001038616:NM_027591 0 -
42489 91 41 14550.5 0.001823 8577.5 0.029723 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 99697986 99702986 HDAC8:NM_027382 0 -
42488 13 37 10683.5 0.00164 12639.5 0.038959 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 99444607 99449607 CITED1:NM_007709 0 -
42485 7 43 10683.5 0.00164 11877 0.03735 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 99312303 99317303 PIN4:NM_027181 0 +
42484 1 49 13637 0.001822 18044.5 0.05034 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 99264145 99269145 RGAG4:NR_028404:NM_183318 0 -
42482 45 5 14550.5 0.001823 23869.5 0.06339 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98926985 98931985 CXCR3:NM_009910 0 -
42481 42 8 10683.5 0.00164 8395 0.029254 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98832902 98837902 OGT:NM_139144 0 +
42476 83 33 10683.5 0.00164 9890 0.032931 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98570175 98575175 GJB1:NM_008124 0 +
42475 22 28 10683.5 0.00164 13470 0.040778 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98492019 98497019 NLGN3:NM_172932 0 +
42470 96 46 10683.5 0.00164 9264 0.031497 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98415401 98420401 SNX12:NM_001110311:NM_001110310:NM_018875 0 -
42469 37 13 14811 0.001826 14999 0.044091 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 98278190 98283190 SLC7A3:NM_007515 0 -
42462 65 15 10683.5 0.00164 18815.5 0.051877 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 97787707 97792707 P2RY4:NM_020621 0 -
42457 7 43 10683.5 0.00164 11860 0.037325 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 97605400 97610400 AWAT2:NM_177746 0 -
42451 76 26 11416.5 0.001641 15116.5 0.044336 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 96235419 96240419 STARD8:NM_199018 0 +
42449 50 0 11838.5 0.001675 12193 0.037998 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 96083823 96088823 OPHN1:NM_052976 0 -
42448 60.5 10.5 13637 0.001822 11512 0.03655 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 95342588 95347588 AR:NM_013476 0 +
42446 38 12 10683.5 0.00164 8565 0.029694 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 94265434 94270434 PGR15L:NM_001033361 0 +
42444 69.5 19.5 10683.5 0.00164 7135.5 0.025926 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 93648274 93653274 HEPH:NM_010417:NM_001159628:NM_181273:NM_001159627 0 +
42443 7 43 10683.5 0.00164 5560.5 0.021496 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 93550078 93555078 B230358A15RIK:NM_172931 0 -
42442 13 37 10683.5 0.00164 5352.5 0.020785 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 93486276 93491276 VSIG4:NM_177789 0 -
42440 74 24 11416.5 0.001641 16798 0.047722 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 93288883 93293883 MSN:NM_010833 0 +
42429 93 43 14550.5 0.001823 6459.5 0.023995 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 91878907 91883907 GSPT2:NM_008179 0 +
42423 2 48 13637 0.001822 13865 0.041646 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 91211494 91216494 AL645547.5:NR_028320 0 +
42421 80 30 13637 0.001822 9706 0.032505 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 90897701 90902701 PCYT1B:NM_177546:NM_211138 0 +
42419 51 1 11689 0.001654 12113.5 0.037857 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 90874993 90879993 POLA1:NM_008892 0 -
42418 55 5 12360.5 0.001779 13177 0.040072 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 90529484 90534484 ARX:NM_007492 0 +
42401 47 3 10683.5 0.00164 6806 0.025027 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 83434613 83439613 NR0B1:NM_007430 0 +
42386 14 36 10683.5 0.00164 2200.5 0.010925 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 75368305 75373305 GM5938:NM_001085534 0 +
42381 19 31 12809 0.001821 17482.5 0.049167 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 75038798 75043798 PRKX:NM_016979 0 -
42377 51 1 10683.5 0.00164 5633.5 0.021663 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 73507144 73512144 GM4937:NM_001013760 0 +
42376 73.5 23.5 13637 0.001822 12926 0.039598 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 73118008 73123008 PLS3:NM_001166454:NM_145629:NM_001166453 0 -
42375 45 5 10683.5 0.00164 11006.5 0.035366 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 73007537 73012537 AL670597.2:NR_029443 0 -
42367 54 4 14847.5 0.001827 6396 0.023838 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 72373787 72378787 MPP1:NM_008621 0 -
42366 50 0 12277 0.001698 8171.5 0.028747 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 72338692 72343692 DKC1:NM_001030307 0 +
42359 12 38 13637 0.001822 17787 0.049812 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71671999 71676999 G6PDX:NM_008062 0 -
42349 63 13 10683.5 0.00164 13889 0.041692 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71525535 71530535 TAZ:NM_181516:NM_001173547:NR_033394:NR_033395 0 +
42346 40.5 9.5 10683.5 0.00164 15630.5 0.045445 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71513654 71518654 RPL10:NM_052835 0 +
42345 69 19 11416.5 0.001641 14087.5 0.042174 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71497677 71502677 EMD:NM_007927 0 +
42344 56 6 11585.5 0.001645 11665 0.036856 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71489372 71494372 FLNA:NM_010227 0 -
42339 22 28 11552 0.001644 12338 0.03827 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71266774 71271774 NR_030758:NR_030758 0 -
42338 23 27 13637 0.001822 11997.5 0.037613 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71266759 71271759 IRAK1:NM_008363 0 -
42336 59 9 10683.5 0.00164 19886 0.054201 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71173688 71178688 RENBP:NM_023132:NM_001164704 0 -
42335 43 7 12735 0.001818 18288 0.050853 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71164751 71169751 ARD1A:NM_019870 0 -
42334 45 5 10683.5 0.00164 14745 0.043564 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 71154136 71159136 ARHGAP4:NM_001162424:NM_138630:NM_001162423 0 -
42318 52 2 13637 0.001822 21011.5 0.056709 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70678181 70683181 TREX2:NM_011907 0 -
42314 49 1 10683.5 0.00164 9293 0.031537 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70508228 70513228 XLR3C:NM_011727 0 -
42310 44 6 10683.5 0.00164 6957 0.025421 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70435017 70440017 XLR3B:NM_001081643 0 +
42305 46 4 13637 0.001822 7226 0.02615 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70339933 70344933 XLR3A:NM_001110784 0 -
42300 47.5 2.5 12777 0.00182 12300 0.038172 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70161359 70166359 NSDHL:NM_010941 0 +
42299 49 1 13637 0.001822 12078 0.037778 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 70161182 70166182 CETN2:NM_019405 0 -
42290 41 9 13637 0.001822 18659 0.051537 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 69464855 69469855 MAGEA4:NM_020280 0 +
42287 7 43 13637 0.001822 15319 0.044744 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 69205859 69210859 PRRG3:NM_001081135 0 +
42286 82 32 13637 0.001822 9598 0.032299 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 69175276 69180276 PASD1:NR_027801 0 +
42284 14.5 35.5 14550.5 0.001823 16208 0.046572 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 68914441 68919441 GPR50:NM_010340 0 +
42277 27.5 22.5 13637 0.001822 10798.5 0.034946 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 67727717 67732717 BC023829:NM_001033328 0 -
42268 62 12 11713 0.001656 9114 0.031113 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 65929073 65934073 NR_033481:NR_033481 0 -
42230 9 41 10683.5 0.00164 5492 0.021224 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 57398319 57403319 MCF2:NM_133197 0 -
42212 69 19 13637 0.001822 13634.5 0.041171 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 53848595 53853595 MMGT1:NM_146234 0 -
42208 93 43 11416.5 0.001641 14460 0.042991 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 53597076 53602076 ZFP449:NM_030139 0 +
42195 52 2 14787 0.001825 10524 0.034411 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50721168 50726168 MOSPD1:NM_027409 0 -
42187 85 35 13637 0.001822 11309 0.036056 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50399043 50404043 MMU-MIR-450A-2:NR_030274 0 -
42186 82 32 10683.5 0.00164 10989 0.035342 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50398920 50403920 MMU-MIR-450A-1:NR_029963 0 -
42185 79 29 14550.5 0.001823 11238.5 0.035897 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50398754 50403754 MMU-MIR-450B:NR_030498 0 -
42182 87 37 13637 0.001822 10403 0.0341 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50141876 50146876 CCDC160:NM_001034059 0 +
42181 55 5 14951 0.001833 9571 0.032234 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50095269 50100269 NR_003188:NR_003188 0 -
42180 15 35 13637 0.001822 10822 0.034981 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50093243 50098243 MMU-MIR-106A:NR_029657 0 -
42179 12 38 13637 0.001822 10527 0.034423 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50093089 50098089 MMU-MIR-18B:NR_030548 0 -
42178 8 42 13637 0.001822 9501 0.032049 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50092868 50097868 MMU-MIR-20B:NR_030273 0 -
42177 5 45 13637 0.001822 9014 0.030822 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50092742 50097742 MMU-MIR-19B-2:NR_029715 0 -
42176 3 47 13637 0.001822 8765 0.030239 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50092604 50097604 MMU-MIR-92A-2:NR_029748 0 -
42175 35 15 11608.5 0.001646 7406.5 0.02661 refseq_mm9_29Apr2010_IMP_BED_merged_TSS_norand_bed 9908_bed chrX 50092443 50097443 MMU-MIR-363:NR_029853 0 -
