chromosome	source	feature	start	end	length	multiplicity	tracknum	count	name	strand	from	to	id	id_orig	sum	code
chr10	multovl	overlap	126647393	126648771	1378	0	1	0	-	.	126647393	126648771	-	-	0	XX
chr10	multovl	overlap	126703400	126704873	1473	0	1	0	-	.	126703400	126704873	-	-	0	XX
chr10	multovl	overlap	126724117	126725789	1672	0	1	0	-	.	126724117	126725789	-	-	0	XX
chr10	multovl	overlap	126727710	126729803	2093	0	1	0	-	.	126727710	126729803	-	-	0	XX
chr10	multovl	overlap	126747614	126749780	2166	0	1	0	-	.	126747614	126749780	-	-	0	XX
chr10	multovl	overlap	12683560	12684702	1142	0	1	0	-	.	12683560	12684702	-	-	0	XX
chr10	multovl	overlap	126958460	126959718	1258	0	1	0	-	.	126958460	126959718	-	-	0	XX
chr10	multovl	overlap	127055640	127058188	2548	0	1	0	-	.	127055640	127058188	-	-	0	XX
chr10	multovl	overlap	127058227	127058821	594	0	1	0	-	.	127058227	127058821	-	-	0	X0
chr10	multovl	overlap	127079066	127081856	2790	0	1	0	-	.	127079066	127081856	-	-	0	XX
chr10	multovl	overlap	127101623	127103840	2217	0	1	0	-	.	127101623	127103840	-	-	0	XX
chr10	multovl	overlap	127176695	127177603	908	0	1	0	-	.	127176695	127177603	-	-	0	XX
chr10	multovl	overlap	12728129	12729251	1122	0	1	0	-	.	12728129	12729251	-	-	0	XX
chr10	multovl	overlap	127471815	127473694	1879	0	1	0	-	.	127471815	127473694	-	-	0	XX
chr10	multovl	overlap	127495213	127497495	2282	0	1	0	-	.	127495213	127497495	-	-	0	XX
chr10	multovl	overlap	127519501	127520128	627	0	1	0	-	.	127519501	127520128	-	-	0	XX
chr10	multovl	overlap	127520228	127521692	1464	0	1	0	-	.	127520228	127521692	-	-	0	XX
chr10	multovl	overlap	127528832	127530386	1554	0	1	0	-	.	127528832	127530386	-	-	0	XX
chr10	multovl	overlap	127533994	127535264	1270	0	1	0	-	.	127533994	127535264	-	-	0	XX
chr10	multovl	overlap	127612663	127613676	1013	0	1	0	-	.	127612663	127613676	-	-	0	XX
chr10	multovl	overlap	127630952	127632261	1309	0	1	0	-	.	127630952	127632261	-	-	0	XX
chr10	multovl	overlap	127647739	127649330	1591	0	1	0	-	.	127647739	127649330	-	-	0	XX
chr10	multovl	overlap	127669108	127669720	612	0	1	0	-	.	127669108	127669720	-	-	0	XX
chr10	multovl	overlap	127707483	127709060	1577	0	1	0	-	.	127707483	127709060	-	-	0	XX
chr10	multovl	overlap	127759202	127760462	1260	0	1	0	-	.	127759202	127760462	-	-	0	XX
chr10	multovl	overlap	127773980	127775952	1972	0	1	0	-	.	127773980	127775952	-	-	0	XX
chr10	multovl	overlap	127805061	127806739	1678	0	1	0	-	.	127805061	127806739	-	-	0	XX
chr10	multovl	overlap	127814278	127815282	1004	0	1	0	-	.	127814278	127815282	-	-	0	XX
chr10	multovl	overlap	127845672	127846962	1290	0	1	0	-	.	127845672	127846962	-	-	0	XX
chr10	multovl	overlap	127847925	127849941	2016	0	1	0	-	.	127847925	127849941	-	-	0	XX
chr10	multovl	overlap	127895476	127896598	1122	0	1	0	-	.	127895476	127896598	-	-	0	XX
chr10	multovl	overlap	127896701	127897462	761	0	1	0	-	.	127896701	127897462	-	-	0	XX
chr10	multovl	overlap	127929052	127932214	3162	0	1	0	-	.	127929052	127932214	-	-	0	XX
chr10	multovl	overlap	127961975	127963096	1121	0	1	0	-	.	127961975	127963096	-	-	0	XX
chr10	multovl	overlap	127983675	127985074	1399	0	1	0	-	.	127983675	127985074	-	-	0	XX
chr10	multovl	overlap	127985490	127986330	840	0	1	0	-	.	127985490	127986330	-	-	0	XX
chr10	multovl	overlap	128001973	128003219	1246	0	1	0	-	.	128001973	128003219	-	-	0	XX
chr10	multovl	overlap	128062526	128063800	1274	0	1	0	-	.	128062526	128063800	-	-	0	XX
chr10	multovl	overlap	128132303	128133418	1115	0	1	0	-	.	128132303	128133418	-	-	0	XX
chr10	multovl	overlap	128140903	128142209	1306	0	1	0	-	.	128140903	128142209	-	-	0	XX
chr10	multovl	overlap	128184493	128186310	1817	0	1	0	-	.	128184493	128186310	-	-	0	XX
chr10	multovl	overlap	128240309	128242753	2444	0	1	0	-	.	128240309	128242753	-	-	0	XX
chr10	multovl	overlap	128258859	128260144	1285	0	1	0	-	.	128258859	128260144	-	-	0	XX
chr10	multovl	overlap	128327408	128328642	1234	0	1	0	-	.	128327408	128328642	-	-	0	XX
chr10	multovl	overlap	128346870	128348785	1915	0	1	0	-	.	128346870	128348785	-	-	0	XX
chr10	multovl	overlap	128360235	128361381	1146	0	1	0	-	.	128360235	128361381	-	-	0	XX
chr10	multovl	overlap	12912290	12913046	756	0	1	0	-	.	12912290	12913046	-	-	0	XX
chr10	multovl	overlap	129978901	129979955	1054	0	1	0	-	.	129978901	129979955	-	-	0	XX
chr10	multovl	overlap	13272102	13273912	1810	0	1	0	-	.	13272102	13273912	-	-	0	XX
chr10	multovl	overlap	13684702	13686764	2062	0	1	0	-	.	13684702	13686764	-	-	0	XX
chr10	multovl	overlap	13686892	13688058	1166	0	1	0	-	.	13686892	13688058	-	-	0	XX
chr10	multovl	overlap	14424303	14425471	1168	0	1	0	-	.	14424303	14425471	-	-	0	XX
chr10	multovl	overlap	17441436	17442992	1556	0	1	0	-	.	17441436	17442992	-	-	0	XX
chr10	multovl	overlap	17443004	17444485	1481	0	1	0	-	.	17443004	17444485	-	-	0	XX
chr10	multovl	overlap	17666682	17667575	893	0	1	0	-	.	17666682	17667575	-	-	0	X0
chr10	multovl	overlap	17741921	17743189	1268	0	1	0	-	.	17741921	17743189	-	-	0	XX
chr10	multovl	overlap	17954144	17955417	1273	0	1	0	-	.	17954144	17955417	-	-	0	XX
chr10	multovl	overlap	18733801	18735274	1473	0	1	0	-	.	18733801	18735274	-	-	0	XX
chr10	multovl	overlap	20031140	20031878	738	0	1	0	-	.	20031140	20031878	-	-	0	XX
chr10	multovl	overlap	20031960	20033283	1323	0	1	0	-	.	20031960	20033283	-	-	0	XX
chr10	multovl	overlap	20672438	20673018	580	0	1	0	-	.	20672438	20673018	-	-	0	XX
chr10	multovl	overlap	21015816	21016625	809	0	1	0	-	.	21015816	21016625	-	-	0	XX
chr10	multovl	overlap	21713626	21714425	799	0	1	0	-	.	21713626	21714425	-	-	0	XX
chr10	multovl	overlap	21714451	21715194	743	0	1	0	-	.	21714451	21715194	-	-	0	XX
chr10	multovl	overlap	22449974	22452184	2210	0	1	0	-	.	22449974	22452184	-	-	0	XX
chr10	multovl	overlap	23068959	23069869	910	0	1	0	-	.	23068959	23069869	-	-	0	X0
chr10	multovl	overlap	23506006	23507157	1151	0	1	0	-	.	23506006	23507157	-	-	0	XX
chr10	multovl	overlap	24315117	24316487	1370	0	1	0	-	.	24315117	24316487	-	-	0	XX
chr10	multovl	overlap	24589786	24590510	724	0	1	0	-	.	24589786	24590510	-	-	0	XX
chr10	multovl	overlap	25079881	25080759	878	0	1	0	-	.	25079881	25080759	-	-	0	XX
chr10	multovl	overlap	26093156	26094002	846	0	1	0	-	.	26093156	26094002	-	-	0	XX
chr10	multovl	overlap	26094110	26095022	912	0	1	0	-	.	26094110	26095022	-	-	0	X0
chr10	multovl	overlap	27794640	27796950	2310	0	1	0	-	.	27794640	27796950	-	-	0	XX
chr10	multovl	overlap	29033177	29033888	711	0	1	0	-	.	29033177	29033888	-	-	0	XX
chr10	multovl	overlap	29080728	29082466	1738	0	1	0	-	.	29080728	29082466	-	-	0	XX
chr10	multovl	overlap	29919630	29920518	888	0	1	0	-	.	29919630	29920518	-	-	0	XX
chr10	multovl	overlap	30319481	30321198	1717	0	1	0	-	.	30319481	30321198	-	-	0	XX
chr10	multovl	overlap	30337386	30338315	929	0	1	0	-	.	30337386	30338315	-	-	0	XX
chr10	multovl	overlap	30521970	30522810	840	0	1	0	-	.	30521970	30522810	-	-	0	XX
chr10	multovl	overlap	31033129	31033920	791	0	1	0	-	.	31033129	31033920	-	-	0	XX
chr10	multovl	overlap	31327951	31329986	2035	0	1	0	-	.	31327951	31329986	-	-	0	XX
chr10	multovl	overlap	3133773	3135914	2141	0	1	0	-	.	3133773	3135914	-	-	0	XX
chr10	multovl	overlap	33670548	33671309	761	0	1	0	-	.	33670548	33671309	-	-	0	XX
chr10	multovl	overlap	33738515	33739357	842	0	1	0	-	.	33738515	33739357	-	-	0	XX
chr10	multovl	overlap	33926219	33927192	973	0	1	0	-	.	33926219	33927192	-	-	0	XX
chr10	multovl	overlap	34001801	34003355	1554	0	1	0	-	.	34001801	34003355	-	-	0	XX
chr10	multovl	overlap	34017041	34018168	1127	0	1	0	-	.	34017041	34018168	-	-	0	XX
chr10	multovl	overlap	34203004	34204752	1748	0	1	0	-	.	34203004	34204752	-	-	0	XX
chr10	multovl	overlap	36693874	36695642	1768	0	1	0	-	.	36693874	36695642	-	-	0	XX
chr10	multovl	overlap	36856983	36858636	1653	0	1	0	-	.	36856983	36858636	-	-	0	XX
chr10	multovl	overlap	38685440	38686454	1014	0	1	0	-	.	38685440	38686454	-	-	0	XX
chr10	multovl	overlap	38686519	38687425	906	0	1	0	-	.	38686519	38687425	-	-	0	XX
chr10	multovl	overlap	38853371	38854546	1175	0	1	0	-	.	38853371	38854546	-	-	0	XX
chr10	multovl	overlap	39332691	39333618	927	0	1	0	-	.	39332691	39333618	-	-	0	XX
chr10	multovl	overlap	39451864	39453310	1446	0	1	0	-	.	39451864	39453310	-	-	0	XX
chr10	multovl	overlap	39966001	39967126	1125	0	1	0	-	.	39966001	39967126	-	-	0	XX
chr10	multovl	overlap	40020357	40021342	985	0	1	0	-	.	40020357	40021342	-	-	0	X0
chr10	multovl	overlap	40021845	40022923	1078	0	1	0	-	.	40021845	40022923	-	-	0	XX
chr10	multovl	overlap	40068418	40069012	594	0	1	0	-	.	40068418	40069012	-	-	0	XX
chr10	multovl	overlap	40069060	40070097	1037	0	1	0	-	.	40069060	40070097	-	-	0	XX
chr10	multovl	overlap	40602151	40603321	1170	0	1	0	-	.	40602151	40603321	-	-	0	XX
chr10	multovl	overlap	40603676	40604656	980	0	1	0	-	.	40603676	40604656	-	-	0	XX
chr10	multovl	overlap	41022167	41024059	1892	0	1	0	-	.	41022167	41024059	-	-	0	XX
chr10	multovl	overlap	41169370	41170672	1302	0	1	0	-	.	41169370	41170672	-	-	0	XX
chr10	multovl	overlap	41209147	41210730	1583	0	1	0	-	.	41209147	41210730	-	-	0	XX
chr10	multovl	overlap	41238320	41240304	1984	0	1	0	-	.	41238320	41240304	-	-	0	XX
chr10	multovl	overlap	41529095	41531226	2131	0	1	0	-	.	41529095	41531226	-	-	0	XX
chr10	multovl	overlap	41606990	41607947	957	0	1	0	-	.	41606990	41607947	-	-	0	XX
chr10	multovl	overlap	41993541	41995484	1943	0	1	0	-	.	41993541	41995484	-	-	0	XX
chr10	multovl	overlap	41995500	41996588	1088	0	1	0	-	.	41995500	41996588	-	-	0	XX
chr10	multovl	overlap	41996644	41997481	837	0	1	0	-	.	41996644	41997481	-	-	0	XX
chr10	multovl	overlap	41997656	41998712	1056	0	1	0	-	.	41997656	41998712	-	-	0	XX
chr10	multovl	overlap	42197339	42198439	1100	0	1	0	-	.	42197339	42198439	-	-	0	XX
chr10	multovl	overlap	42221866	42223292	1426	0	1	0	-	.	42221866	42223292	-	-	0	XX
chr10	multovl	overlap	42398424	42399599	1175	0	1	0	-	.	42398424	42399599	-	-	0	XX
chr10	multovl	overlap	42481227	42483030	1803	0	1	0	-	.	42481227	42483030	-	-	0	XX
chr10	multovl	overlap	42940481	42942194	1713	0	1	0	-	.	42940481	42942194	-	-	0	XX
chr10	multovl	overlap	43198171	43198757	586	0	1	0	-	.	43198171	43198757	-	-	0	X0
chr10	multovl	overlap	43259816	43260846	1030	0	1	0	-	.	43259816	43260846	-	-	0	XX
chr10	multovl	overlap	43298847	43299934	1087	0	1	0	-	.	43298847	43299934	-	-	0	XX
chr10	multovl	overlap	43620877	43622382	1505	0	1	0	-	.	43620877	43622382	-	-	0	XX
chr10	multovl	overlap	43722796	43724357	1561	0	1	0	-	.	43722796	43724357	-	-	0	XX
chr10	multovl	overlap	43987300	43988124	824	0	1	0	-	.	43987300	43988124	-	-	0	XX
chr10	multovl	overlap	4424146	4424834	688	0	1	0	-	.	4424146	4424834	-	-	0	X0
chr10	multovl	overlap	44786035	44786891	856	0	1	0	-	.	44786035	44786891	-	-	0	X0
chr10	multovl	overlap	44786901	44788152	1251	0	1	0	-	.	44786901	44788152	-	-	0	XX
chr10	multovl	overlap	4521331	4522192	861	0	1	0	-	.	4521331	4522192	-	-	0	XX
chr10	multovl	overlap	4522596	4523455	859	0	1	0	-	.	4522596	4523455	-	-	0	XX
chr10	multovl	overlap	45297985	45298716	731	0	1	0	-	.	45297985	45298716	-	-	0	XX
chr10	multovl	overlap	4541068	4541804	736	0	1	0	-	.	4541068	4541804	-	-	0	XX
chr10	multovl	overlap	50311737	50313426	1689	0	1	0	-	.	50311737	50313426	-	-	0	XX
chr10	multovl	overlap	52100750	52102671	1921	0	1	0	-	.	52100750	52102671	-	-	0	XX
chr10	multovl	overlap	52137346	52139217	1871	0	1	0	-	.	52137346	52139217	-	-	0	XX
chr10	multovl	overlap	53098595	53099447	852	0	1	0	-	.	53098595	53099447	-	-	0	X0
chr10	multovl	overlap	53348971	53349853	882	0	1	0	-	.	53348971	53349853	-	-	0	XX
chr10	multovl	overlap	53793475	53795710	2235	0	1	0	-	.	53793475	53795710	-	-	0	XX
chr10	multovl	overlap	55948100	55948888	788	0	1	0	-	.	55948100	55948888	-	-	0	XX
chr10	multovl	overlap	56097133	56099486	2353	0	1	0	-	.	56097133	56099486	-	-	0	XX
chr10	multovl	overlap	57251425	57252531	1106	0	1	0	-	.	57251425	57252531	-	-	0	XX
chr10	multovl	overlap	57908783	57910743	1960	0	1	0	-	.	57908783	57910743	-	-	0	XX
chr10	multovl	overlap	57960318	57961479	1161	0	1	0	-	.	57960318	57961479	-	-	0	XX
chr10	multovl	overlap	58275015	58275928	913	0	1	0	-	.	58275015	58275928	-	-	0	X0
chr10	multovl	overlap	58683684	58685599	1915	0	1	0	-	.	58683684	58685599	-	-	0	XX
chr10	multovl	overlap	58785997	58787576	1579	0	1	0	-	.	58785997	58787576	-	-	0	XX
chr10	multovl	overlap	59040696	59041615	919	0	1	0	-	.	59040696	59041615	-	-	0	X0
chr10	multovl	overlap	59078198	59079304	1106	0	1	0	-	.	59078198	59079304	-	-	0	XX
chr10	multovl	overlap	5912879	5913989	1110	0	1	0	-	.	5912879	5913989	-	-	0	XX
chr10	multovl	overlap	5914120	5915000	880	0	1	0	-	.	5914120	5915000	-	-	0	XX
chr10	multovl	overlap	59165224	59166144	920	0	1	0	-	.	59165224	59166144	-	-	0	XX
chr10	multovl	overlap	59341999	59343568	1569	0	1	0	-	.	59341999	59343568	-	-	0	XX
chr10	multovl	overlap	59412794	59415565	2771	0	1	0	-	.	59412794	59415565	-	-	0	XX
chr10	multovl	overlap	59464822	59466758	1936	0	1	0	-	.	59464822	59466758	-	-	0	XX
chr10	multovl	overlap	5957340	5958513	1173	0	1	0	-	.	5957340	5958513	-	-	0	XX
chr10	multovl	overlap	59740105	59741332	1227	0	1	0	-	.	59740105	59741332	-	-	0	XX
chr10	multovl	overlap	59741834	59742634	800	0	1	0	-	.	59741834	59742634	-	-	0	XX
chr10	multovl	overlap	60214593	60215650	1057	0	1	0	-	.	60214593	60215650	-	-	0	XX
chr10	multovl	overlap	60292401	60294265	1864	0	1	0	-	.	60292401	60294265	-	-	0	XX
chr10	multovl	overlap	60608237	60610431	2194	0	1	0	-	.	60608237	60610431	-	-	0	XX
chr10	multovl	overlap	60735460	60736272	812	0	1	0	-	.	60735460	60736272	-	-	0	XX
chr10	multovl	overlap	6079309	6080363	1054	0	1	0	-	.	6079309	6080363	-	-	0	XX
chr10	multovl	overlap	60845240	60846787	1547	0	1	0	-	.	60845240	60846787	-	-	0	XX
chr10	multovl	overlap	60914355	60915632	1277	0	1	0	-	.	60914355	60915632	-	-	0	XX
chr10	multovl	overlap	60938463	60939593	1130	0	1	0	-	.	60938463	60939593	-	-	0	XX
chr10	multovl	overlap	61111296	61112230	934	0	1	0	-	.	61111296	61112230	-	-	0	XX
chr10	multovl	overlap	61143022	61144173	1151	0	1	0	-	.	61143022	61144173	-	-	0	XX
chr10	multovl	overlap	61157578	61159792	2214	0	1	0	-	.	61157578	61159792	-	-	0	XX
chr10	multovl	overlap	61177765	61178894	1129	0	1	0	-	.	61177765	61178894	-	-	0	XX
chr10	multovl	overlap	61245607	61246895	1288	0	1	0	-	.	61245607	61246895	-	-	0	X0
chr10	multovl	overlap	61801884	61804222	2338	0	1	0	-	.	61801884	61804222	-	-	0	XX
chr10	multovl	overlap	61911548	61913389	1841	0	1	0	-	.	61911548	61913389	-	-	0	XX
chr10	multovl	overlap	61948476	61949424	948	0	1	0	-	.	61948476	61949424	-	-	0	XX
chr10	multovl	overlap	62040257	62041511	1254	0	1	0	-	.	62040257	62041511	-	-	0	XX
chr10	multovl	overlap	62063849	62065812	1963	0	1	0	-	.	62063849	62065812	-	-	0	XX
chr10	multovl	overlap	62112926	62114006	1080	0	1	0	-	.	62112926	62114006	-	-	0	XX
chr10	multovl	overlap	62253710	62255285	1575	0	1	0	-	.	62253710	62255285	-	-	0	XX
chr10	multovl	overlap	62348861	62350268	1407	0	1	0	-	.	62348861	62350268	-	-	0	X0
chr10	multovl	overlap	62382718	62384291	1573	0	1	0	-	.	62382718	62384291	-	-	0	XX
chr10	multovl	overlap	62442901	62444009	1108	0	1	0	-	.	62442901	62444009	-	-	0	XX
chr10	multovl	overlap	62485238	62486176	938	0	1	0	-	.	62485238	62486176	-	-	0	XX
chr10	multovl	overlap	62486793	62487684	891	0	1	0	-	.	62486793	62487684	-	-	0	XX
chr10	multovl	overlap	62706560	62707791	1231	0	1	0	-	.	62706560	62707791	-	-	0	XX
chr10	multovl	overlap	62844952	62845657	705	0	1	0	-	.	62844952	62845657	-	-	0	X0
chr10	multovl	overlap	62891196	62892159	963	0	1	0	-	.	62891196	62892159	-	-	0	XX
chr10	multovl	overlap	62892169	62893327	1158	0	1	0	-	.	62892169	62893327	-	-	0	XX
chr10	multovl	overlap	6372148	6373499	1351	0	1	0	-	.	6372148	6373499	-	-	0	XX
chr10	multovl	overlap	66558513	66559185	672	0	1	0	-	.	66558513	66559185	-	-	0	X0
chr10	multovl	overlap	66559199	66559765	566	0	1	0	-	.	66559199	66559765	-	-	0	XX
chr10	multovl	overlap	66559768	66561186	1418	0	1	0	-	.	66559768	66561186	-	-	0	XX
chr10	multovl	overlap	66648354	66649114	760	0	1	0	-	.	66648354	66649114	-	-	0	XX
chr10	multovl	overlap	66747072	66748019	947	0	1	0	-	.	66747072	66748019	-	-	0	XX
chr10	multovl	overlap	66999138	67000005	867	0	1	0	-	.	66999138	67000005	-	-	0	X0
chr10	multovl	overlap	67010350	67011695	1345	0	1	0	-	.	67010350	67011695	-	-	0	XX
chr10	multovl	overlap	67011699	67012654	955	0	1	0	-	.	67011699	67012654	-	-	0	XX
chr10	multovl	overlap	67374514	67375490	976	0	1	0	-	.	67374514	67375490	-	-	0	XX
chr10	multovl	overlap	67442281	67443099	818	0	1	0	-	.	67442281	67443099	-	-	0	XX
chr10	multovl	overlap	67598636	67599493	857	0	1	0	-	.	67598636	67599493	-	-	0	X0
chr10	multovl	overlap	67739160	67740869	1709	0	1	0	-	.	67739160	67740869	-	-	0	XX
chr10	multovl	overlap	68674727	68676783	2056	0	1	0	-	.	68674727	68676783	-	-	0	XX
chr10	multovl	overlap	68814604	68815746	1142	0	1	0	-	.	68814604	68815746	-	-	0	XX
chr10	multovl	overlap	68996438	68998979	2541	0	1	0	-	.	68996438	68998979	-	-	0	XX
chr10	multovl	overlap	69560003	69561724	1721	0	1	0	-	.	69560003	69561724	-	-	0	XX
chr10	multovl	overlap	69903118	69904190	1072	0	1	0	-	.	69903118	69904190	-	-	0	XX
chr10	multovl	overlap	69957565	69958307	742	0	1	0	-	.	69957565	69958307	-	-	0	X0
chr10	multovl	overlap	70620955	70622427	1472	0	1	0	-	.	70620955	70622427	-	-	0	XX
chr10	multovl	overlap	70699835	70701482	1647	0	1	0	-	.	70699835	70701482	-	-	0	XX
chr10	multovl	overlap	70746870	70748322	1452	0	1	0	-	.	70746870	70748322	-	-	0	XX
chr10	multovl	overlap	70807010	70808200	1190	0	1	0	-	.	70807010	70808200	-	-	0	XX
chr10	multovl	overlap	70809783	70810480	697	0	1	0	-	.	70809783	70810480	-	-	0	X0
chr10	multovl	overlap	70810525	70812061	1536	0	1	0	-	.	70810525	70812061	-	-	0	XX
chr10	multovl	overlap	72117319	72118895	1576	0	1	0	-	.	72117319	72118895	-	-	0	XX
chr10	multovl	overlap	7309846	7310727	881	0	1	0	-	.	7309846	7310727	-	-	0	X0
chr10	multovl	overlap	7382095	7383856	1761	0	1	0	-	.	7382095	7383856	-	-	0	XX
chr10	multovl	overlap	7386921	7387939	1018	0	1	0	-	.	7386921	7387939	-	-	0	XX
