chr1,72475025,72476436,1412,863,14,166.23,54.61,0.00
chr1,72492184,72492660,477,174,8,149.28,95.57,0.00
chr1,72536444,72537518,1075,409,19,266.46,136.53,0.00
chr1,74378805,74379752,948,299,23,349.64,218.44,0.00
chr1,74846619,74847937,1319,665,12,140.97,54.61,0.00
chr1,75555766,75556432,667,424,10,144.32,68.26,0.00
chr1,75561671,75563032,1362,713,15,183.57,95.57,0.00
chr1,78533613,78535077,1465,583,14,149.43,95.57,0.00
chr1,78699121,78699809,689,529,8,110.40,81.92,0.00
chr1,82278936,82280175,1240,1026,25,357.09,177.48,0.00
chr1,82828614,82830201,1588,836,16,187.91,95.57,0.00
chr1,87488161,87489942,1782,1646,15,137.99,68.26,0.00
chr1,87599835,87600707,873,680,19,284.23,136.53,0.00
chr1,88330389,88331632,1244,774,19,254.03,122.87,0.00
chr1,88336681,88339702,3022,1507,39,466.18,81.92,0.00
chr1,88366940,88367911,972,431,10,126.77,54.61,0.00
chr1,88383529,88384949,1421,651,26,359.13,204.79,0.00
chr1,88400290,88401569,1280,672,12,142.61,81.92,0.00
chr1,88810213,88811392,1180,599,11,132.26,54.61,0.00
chr1,89522447,89523655,1209,680,15,191.63,109.22,0.00
chr1,89534366,89535561,1196,563,10,103.18,68.26,0.00
chr1,89547025,89547716,692,503,21,342.71,150.18,0.00
chr1,90148910,90150610,1701,918,23,289.85,95.57,0.00
chr1,90154550,90156896,2347,1064,39,509.05,150.18,0.00
chr1,90166262,90166809,548,370,8,115.68,95.57,0.00
chr1,90483726,90484412,687,434,10,142.93,81.92,0.00
chr1,91199138,91199570,433,195,7,132.27,81.92,0.00
chr1,92401961,92402623,663,343,10,144.60,95.57,0.00
chr1,92949267,92950895,1629,284,25,326.87,81.92,0.00
chr1,93112410,93114066,1657,993,21,260.75,122.87,0.00
chr1,93137612,93138560,949,508,9,112.87,81.92,0.00
chr1,93976414,93977293,880,683,8,101.11,54.61,0.00
chr1,94076470,94077641,1172,579,33,511.40,204.79,0.00
chr1,95564440,95566135,1696,918,23,274.28,136.53,0.00
chr1,95931476,95932923,1448,444,23,306.25,109.22,0.00
chr1,97164135,97165353,1219,634,17,222.94,163.83,0.00
chr1,97553446,97554187,742,362,9,123.25,81.92,0.00
chr1,108213073,108214194,1122,577,9,105.84,95.57,0.00
chr1,108451941,108452765,825,308,9,118.77,81.92,0.00
chr1,123276344,123277409,1066,678,9,107.99,54.61,0.00
chr1,129109363,129110384,1022,304,10,124.45,68.26,0.00
chr1,129187454,129188765,1312,761,11,126.92,54.61,0.00
chr1,130497648,130498431,784,513,10,136.77,81.92,0.00
chr1,130504651,130505373,723,187,11,157.12,136.53,0.00
chr1,130508361,130508827,467,226,7,115.68,68.26,0.00
chr1,130729075,130729913,839,682,10,133.61,68.26,0.00
chr1,132444403,132445189,787,153,11,152.79,68.26,0.00
chr1,132447003,132448076,1074,508,11,122.15,68.26,0.00
chr1,133000105,133001122,1018,439,14,186.96,81.92,0.00
chr1,134238196,134238776,581,345,8,115.68,81.92,0.00
chr1,134277340,134278069,730,335,8,108.20,81.92,0.00
chr1,134929928,134930997,1070,722,11,137.20,81.92,0.00
chr1,134935602,134936603,1002,694,10,110.58,81.92,0.00
chr1,134969903,134970612,710,324,9,125.12,68.26,0.00
chr1,135957117,135958137,1021,730,15,203.09,122.87,0.00
chr1,135959358,135960489,1132,535,11,119.72,81.92,0.00
chr1,135963314,135964467,1154,605,20,277.38,150.18,0.00
chr1,135989189,135990546,1358,747,22,295.96,136.53,0.00
chr1,135995284,135996520,1237,595,17,221.82,95.57,0.00
chr1,136199489,136199821,333,167,7,149.28,95.57,0.00
chr1,136548398,136548805,408,219,6,115.68,68.26,0.00
chr1,137555688,137556816,1129,611,11,134.48,81.92,0.00
chr1,138033786,138034988,1203,479,10,116.92,54.61,0.00
chr1,138036408,138037365,958,425,10,127.44,68.26,0.00
chr1,138623207,138623712,506,151,7,115.68,54.61,0.00
chr1,139702856,139703973,1118,690,20,280.22,150.18,0.00
chr1,139794737,139795709,973,463,15,206.36,81.92,0.00
chr1,140032923,140033924,1002,297,13,171.84,136.53,0.00
chr1,140088008,140089162,1155,844,27,401.24,136.53,0.00
chr1,145763508,145764190,683,501,10,143.21,68.26,0.00
chr1,154375451,154376636,1186,598,11,132.00,54.61,0.00
chr1,154664206,154665468,1263,1067,16,204.33,81.92,0.00
chr1,155039020,155039448,429,180,6,115.68,68.26,0.00
chr1,155313264,155314407,1144,357,9,105.03,40.96,0.00
chr1,155615486,155616509,1024,454,11,139.42,81.92,0.00
chr1,156464885,156465272,388,195,6,132.27,81.92,0.00
chr1,156905964,156907119,1156,609,13,163.38,68.26,0.00
chr1,156929838,156930862,1025,669,10,124.31,81.92,0.00
chr1,157069979,157070969,991,439,12,156.63,81.92,0.00
chr1,158389859,158390205,347,174,5,115.68,68.26,0.00
chr1,158545651,158546360,710,356,10,141.39,95.57,0.00
chr1,158946598,158947611,1014,439,13,171.14,109.22,0.00
chr1,158947615,158948154,540,342,12,184.38,109.22,0.00
chr1,161921613,161922983,1371,737,10,110.92,68.26,0.00
chr1,162163814,162165054,1241,505,16,205.59,95.57,0.00
chr1,163125500,163126625,1126,171,10,119.97,40.96,0.00
chr1,163664285,163665688,1404,372,18,227.86,54.61,0.00
chr1,166441638,166442071,434,187,6,115.68,68.26,0.00
chr1,166501889,166503222,1334,631,12,126.09,54.61,0.00
chr1,166950615,166951972,1358,1063,12,139.38,54.61,0.00
chr1,167063161,167064518,1358,433,15,168.69,81.92,0.00
chr1,167571456,167572385,930,506,11,144.30,54.61,0.00
chr1,167647724,167648651,928,389,16,226.58,81.92,0.00
chr1,167864276,167865429,1154,562,12,148.27,81.92,0.00
chr1,168749201,168750669,1469,805,14,163.74,81.92,0.00
chr1,169176612,169178178,1567,720,16,188.86,81.92,0.00
chr1,169267048,169268301,1254,749,10,115.01,54.61,0.00
chr1,172783802,172784161,360,181,7,166.65,95.57,0.00
chr1,172830440,172831522,1083,596,11,136.59,68.26,0.00
chr1,172963445,172964960,1516,438,14,161.75,81.92,0.00
chr1,172967797,172968964,1168,635,15,193.96,68.26,0.00
chr1,172974231,172975536,1306,513,19,249.90,81.92,0.00
chr1,173031912,173033765,1854,473,29,377.53,136.53,0.00
chr1,173041013,173042129,1117,426,14,181.06,81.92,0.00
chr1,173481448,173481964,517,170,8,132.27,81.92,0.00
chr1,179188199,179189242,1044,467,14,169.41,95.57,0.00
chr1,179251619,179253148,1530,791,23,300.63,95.57,0.00
chr1,179268606,179269706,1101,620,10,121.00,68.26,0.00
chr1,179312515,179313536,1022,303,11,139.52,54.61,0.00
chr1,179357847,179358918,1072,454,11,137.10,54.61,0.00
chr1,179397130,179398184,1055,306,21,302.97,163.83,0.00
chr1,179419853,179420709,857,456,10,132.62,68.26,0.00
chr1,179632827,179633309,483,196,7,115.68,81.92,0.00
chr1,179912653,179913907,1255,799,18,236.89,136.53,0.00
chr1,180298628,180300278,1651,876,16,185.13,68.26,0.00
chr1,182293524,182294546,1023,177,10,124.40,54.61,0.00
chr1,182317147,182318055,909,589,21,316.98,150.18,0.00
chr1,182475942,182477164,1223,1062,12,130.45,68.26,0.00
chr1,182707558,182708838,1281,193,23,318.77,109.22,0.00
chr1,182804304,182805976,1673,173,21,259.86,68.26,0.00
chr1,182814409,182816625,2217,419,22,233.78,109.22,0.00
chr1,183100365,183100770,406,166,8,166.65,95.57,0.00
chr1,183186221,183187263,1043,678,9,108.90,68.26,0.00
chr1,183782998,183783806,809,471,19,272.45,136.53,0.00
chr1,183811467,183812178,712,418,8,109.15,54.61,0.00
chr1,185728045,185729423,1379,725,12,138.55,54.61,0.00
chr1,185803227,185804087,861,577,20,303.65,218.44,0.00
chr1,188231144,188232352,1209,559,9,102.72,54.61,0.00
chr1,191616316,191617152,837,539,11,149.65,95.57,0.00
chr1,193017354,193018364,1011,735,12,155.53,68.26,0.00
chr1,193021295,193022198,904,720,13,177.96,81.92,0.00
chr1,193136209,193136994,786,327,8,105.40,54.61,0.00
chr1,193813624,193814630,1007,384,11,125.13,81.92,0.00
chr1,194578667,194579942,1276,935,19,251.87,109.22,0.00
chr1,194723395,194723698,304,153,5,132.27,68.26,0.00
chr10,5265828,5267232,1405,594,14,166.54,81.92,0.00
chr10,5559127,5559992,866,446,10,132.13,68.26,0.00
chr10,6011559,6012931,1373,195,12,138.78,68.26,0.00
chr10,6224982,6225997,1016,779,9,110.00,68.26,0.00
chr10,7109134,7109456,323,162,7,202.43,95.57,0.00
chr10,8675002,8676395,1394,781,21,276.86,95.57,0.00
chr10,12587826,12588852,1027,721,15,186.40,95.57,0.00
chr10,12641746,12643286,1541,815,16,175.26,95.57,0.00
chr10,17235243,17236598,1356,721,10,111.42,81.92,0.00
chr10,17279990,17280478,489,308,7,115.68,68.26,0.00
chr10,17308706,17309580,875,194,8,101.33,81.92,0.00
chr10,18905504,18906403,900,614,8,100.26,54.61,0.00
chr10,19756633,19757004,372,187,5,115.68,68.26,0.00
chr10,20156767,20157685,919,486,11,144.90,95.57,0.00
chr10,20554537,20555512,976,722,13,173.40,81.92,0.00
chr10,20796687,20797819,1133,626,14,180.16,81.92,0.00
chr10,20802728,20804112,1385,747,10,110.45,54.61,0.00
chr10,20912118,20912904,787,424,10,136.59,81.92,0.00
chr10,20952786,20953717,932,473,9,113.63,81.92,0.00
chr10,20954454,20955952,1499,923,13,134.01,54.61,0.00
chr10,21714192,21715510,1319,569,10,112.69,40.96,0.00
chr10,21862142,21862937,796,283,8,104.92,54.61,0.00
chr10,39132597,39133607,1011,402,9,110.21,68.26,0.00
chr10,39618297,39619338,1042,594,10,123.55,68.26,0.00
chr10,39884178,39885313,1136,880,11,119.56,54.61,0.00
chr10,39890715,39892022,1308,392,14,171.06,68.26,0.00
chr10,41272355,41273330,976,786,13,173.40,81.92,0.00
chr10,41292940,41293747,808,449,12,167.88,122.87,0.00
chr10,41606860,41607733,874,195,8,101.37,54.61,0.00
chr10,42545397,42546457,1061,828,9,108.18,40.96,0.00
chr10,43425745,43426744,1000,434,9,110.67,81.92,0.00
chr10,43459864,43460710,847,443,13,181.83,81.92,0.00
chr10,43465372,43466544,1173,748,30,454.71,150.18,0.00
chr10,43534898,43535762,865,488,12,164.12,81.92,0.00
chr10,43537778,43539580,1803,632,15,164.74,81.92,0.00
chr10,44100158,44100954,797,181,12,168.64,95.57,0.00
chr10,44248852,44250140,1289,662,10,113.75,68.26,0.00
chr10,44822896,44824780,1885,301,19,218.90,81.92,0.00
chr10,44979747,44980792,1046,853,10,123.37,68.26,0.00
chr10,45519903,45520704,802,422,12,168.30,68.26,0.00
chr10,45540920,45542010,1091,434,11,136.21,95.57,0.00
chr10,51173156,51174456,1301,653,11,127.35,68.26,0.00
chr10,53099132,53099948,817,399,14,183.98,122.87,0.00
chr10,53532270,53533483,1214,474,16,207.18,68.26,0.00
chr10,53633149,53634164,1016,635,12,155.26,109.22,0.00
chr10,57167893,57168211,319,160,5,132.27,68.26,0.00
chr10,57447317,57448016,700,520,8,109.80,54.61,0.00
chr10,59358942,59360066,1125,758,14,180.60,95.57,0.00
chr10,59360361,59360654,294,148,7,184.38,95.57,0.00
chr10,59362125,59362927,803,455,14,202.09,81.92,0.00
chr10,59624689,59626032,1344,498,14,169.34,54.61,0.00
chr10,59630838,59632397,1560,558,29,399.57,109.22,0.00
chr10,59656109,59657213,1105,561,16,213.96,109.22,0.00
chr10,59675468,59676258,791,537,14,203.05,109.22,0.00
chr10,59724971,59725785,815,380,13,167.41,109.22,0.00
chr10,59725972,59726734,763,200,14,188.06,109.22,0.00
chr10,59832930,59834278,1349,665,10,111.66,68.26,0.00
chr10,59834292,59835005,714,416,15,209.61,109.22,0.00
chr10,60207264,60207902,639,181,8,113.28,68.26,0.00
chr10,60832639,60833057,419,138,6,115.68,54.61,0.00
chr10,61723910,61724376,467,333,7,115.68,68.26,0.00
chr10,61802194,61803636,1443,940,18,225.66,136.53,0.00
chr10,62005967,62006735,769,590,9,121.74,68.26,0.00
chr10,62127646,62128692,1047,462,9,108.74,68.26,0.00
chr10,62639190,62639543,354,178,5,115.68,68.26,0.00
chr10,66326915,66327828,914,566,13,177.30,81.92,0.00
chr10,66394936,66396063,1128,575,9,105.62,54.61,0.00
chr10,66399841,66401064,1224,542,9,102.21,27.31,0.00
chr10,66466257,66467486,1230,565,10,115.90,54.61,0.00
chr10,66648145,66649062,918,352,12,160.84,95.57,0.00
chr10,67223109,67224444,1336,339,14,169.72,68.26,0.00
chr10,67428867,67429470,604,199,8,115.43,95.57,0.00
chr10,67953337,67953868,532,357,8,132.27,81.92,0.00
chr10,68257674,68259153,1480,774,20,255.19,177.48,0.00
chr10,74789259,74789876,618,182,8,114.55,54.61,0.00
chr10,74909117,74909479,363,182,5,115.68,68.26,0.00
chr10,76519324,76520558,1235,592,16,205.94,68.26,0.00
chr10,76968859,76969942,1084,747,11,136.54,68.26,0.00
chr10,77555211,77556055,845,435,11,149.17,81.92,0.00
chr10,77760310,77761589,1280,618,13,157.37,95.57,0.00
chr10,77861823,77862849,1027,312,9,109.55,68.26,0.00
chr10,79399426,79400181,756,565,9,122.46,68.26,0.00
chr10,79403457,79404292,836,194,11,149.71,109.22,0.00
chr10,79621926,79623265,1340,930,27,365.89,122.87,0.00
chr10,79623452,79625147,1696,1200,25,306.20,122.87,0.00
chr10,79834319,79835194,876,192,11,147.34,95.57,0.00
chr10,79938130,79938524,395,198,6,132.27,81.92,0.00
chr10,79972110,79973226,1117,922,9,106.03,40.96,0.00
chr10,80138481,80140075,1595,869,38,157.95,17.57,0.00
chr10,80140136,80141770,1635,842,35,480.62,191.14,0.00
chr10,80400155,80400783,629,197,13,181.76,109.22,0.00
chr10,80401746,80402973,1228,807,14,159.81,68.26,0.00
chr10,80624840,80625603,764,193,11,154.30,136.53,0.00
chr10,80759891,80761243,1353,952,15,184.02,68.26,0.00
chr10,80895537,80896382,846,126,9,102.61,54.61,0.00
chr10,81105835,81106996,1162,825,13,163.07,95.57,0.00
chr10,81640976,81641737,762,344,9,122.13,68.26,0.00
chr10,82276900,82277791,892,598,11,146.42,68.26,0.00
chr10,82321425,82322196,772,303,10,137.48,81.92,0.00
chr10,82397767,82398721,955,308,12,158.66,95.57,0.00
chr10,82611945,82613719,1775,764,25,317.41,163.83,0.00
chr10,82644153,82645154,1002,721,13,171.84,95.57,0.00
chr10,82646394,82647671,1278,477,29,425.12,122.87,0.00
chr10,82728945,82729824,880,722,8,101.11,54.61,0.00
chr10,83979017,83979708,692,264,8,110.24,54.61,0.00
chr10,84236974,84238226,1253,588,21,286.84,122.87,0.00
chr10,84278521,84279285,765,194,14,205.19,81.92,0.00
chr10,85118680,85119130,451,199,8,149.28,81.92,0.00
chr10,86190028,86190897,870,629,11,147.69,81.92,0.00
chr10,87853051,87853426,376,189,9,184.38,122.87,0.00
chr10,87882984,87884164,1181,603,13,162.11,81.92,0.00
chr10,88915629,88917065,1437,1098,12,122.36,54.61,0.00
chr10,90644080,90645749,1670,373,37,530.91,191.14,0.00
chr10,93151555,93152407,853,681,11,148.69,68.26,0.00
chr10,93378376,93379127,752,592,8,107.08,81.92,0.00
chr10,94288688,94289370,683,193,13,194.67,150.18,0.00
chr10,94290576,94291869,1294,394,14,156.73,81.92,0.00
chr10,94454226,94455197,972,827,9,111.86,54.61,0.00
chr10,94605234,94606351,1118,460,10,120.30,68.26,0.00
chr10,94720559,94721446,888,424,11,146.65,54.61,0.00
chr10,94724599,94725591,993,771,10,125.78,68.26,0.00
chr10,94727059,94728396,1338,536,11,125.94,54.61,0.00
chr10,94753227,94754697,1471,1298,13,149.19,54.61,0.00
chr10,94761026,94763263,2238,1435,32,401.35,109.22,0.00
chr10,94775799,94777148,1350,926,22,279.86,150.18,0.00
chr10,94851238,94852362,1125,710,22,314.41,177.48,0.00
chr10,94856646,94857709,1064,421,10,122.58,68.26,0.00
chr10,94859267,94860755,1489,725,14,162.89,81.92,0.00
chr10,95170416,95171435,1020,619,12,155.04,81.92,0.00
chr10,95540078,95540616,539,274,173,3100.00,1979.62,0.00
chr10,95582153,95582590,438,240,6,115.68,68.26,0.00
chr10,95663469,95664411,943,548,14,191.83,95.57,0.00
chr10,95833487,95834200,714,293,18,282.61,122.87,0.00
chr10,95836591,95837784,1194,588,14,176.83,95.57,0.00
chr10,98592762,98593731,970,787,12,157.81,81.92,0.00
chr10,98594746,98595572,827,312,12,150.27,81.92,0.00
chr10,98730861,98731670,810,626,10,135.24,68.26,0.00
chr10,98923745,98924651,907,616,13,177.76,109.22,0.00
chr10,108428006,108428856,851,653,8,102.38,95.57,0.00
chr10,110976340,110977722,1383,840,20,261.22,177.48,0.00
chr10,116115730,116116732,1003,450,11,140.47,95.57,0.00
chr10,116652695,116653515,821,444,12,167.00,68.26,0.00
chr10,116854127,116855753,1627,1140,20,246.77,81.92,0.00
chr10,116871748,116873096,1349,331,20,247.15,81.92,0.00
chr10,116996973,116997485,513,178,7,115.68,68.26,0.00
chr10,117389414,117390546,1133,721,16,212.15,109.22,0.00
chr10,118099973,118100563,591,301,8,115.68,68.26,0.00
chr10,118412720,118414651,1932,884,27,339.87,122.87,0.00
chr10,118415071,118416055,985,198,10,111.30,68.26,0.00
chr10,119626292,119627158,867,193,10,132.08,54.61,0.00
chr10,119735378,119735719,342,172,5,115.68,68.26,0.00
chr10,120925582,120926066,485,292,9,166.65,109.22,0.00
chr10,125938950,125939974,1025,384,11,139.37,54.61,0.00
chr10,126817166,126818210,1045,396,14,185.29,109.22,0.00
chr10,127683916,127684554,639,377,11,163.43,122.87,0.00
chr10,127781729,127782454,726,199,10,140.35,81.92,0.00
chr10,127972795,127973944,1150,631,11,133.56,68.26,0.00
chr10,129978823,129979620,798,429,13,185.38,109.22,0.00
chr11,3004920,3006050,1131,605,28,422.21,163.83,0.00
chr11,3031477,3033862,2386,1681,37,456.75,136.53,0.00
chr11,3034010,3036080,2071,602,22,240.07,81.92,0.00
chr11,3036292,3037092,801,195,11,135.77,109.22,0.00
chr11,3037185,3038576,1392,192,17,197.34,81.92,0.00
chr11,3040626,3042967,2342,1661,27,317.10,68.26,0.00
chr11,3043738,3045998,2261,200,25,275.85,95.57,0.00
chr11,3052337,3052961,625,427,8,114.12,68.26,0.00
chr11,3053434,3054513,1080,623,12,136.73,81.92,0.00
chr11,3055431,3059106,3676,1124,44,493.14,122.87,0.00
chr11,3059303,3063444,4142,193,53,606.86,136.53,0.00
chr11,3069082,3069871,790,624,10,136.41,122.87,0.00
chr11,3070568,3071686,1119,418,14,165.30,54.61,0.00
chr11,3072035,3073084,1050,195,13,153.45,68.26,0.00
chr11,3073392,3074881,1490,242,15,134.34,68.26,0.00
chr11,3075190,3076364,1175,557,10,103.91,40.96,0.00
chr11,3078826,3080122,1297,184,17,202.42,95.57,0.00
chr11,3082392,3082974,583,384,11,149.28,81.92,0.00
chr11,3083983,3085238,1256,461,13,143.64,54.61,0.00
chr11,3086649,3088448,1800,1416,18,207.95,54.61,0.00
chr11,3235626,3236211,586,416,11,166.65,95.57,0.00
chr11,4095425,4096264,840,304,16,233.81,109.22,0.00
chr11,4188947,4190440,1494,638,13,148.28,68.26,0.00
chr11,5057658,5059202,1545,854,17,204.91,95.57,0.00
chr11,5076880,5077706,827,530,8,103.47,54.61,0.00
chr11,5315487,5316194,708,162,8,109.37,81.92,0.00
chr11,5412012,5412814,803,349,14,202.09,109.22,0.00
chr11,5920561,5921672,1112,180,15,197.29,81.92,0.00
chr11,6077712,6079241,1530,1002,16,175.74,81.92,0.00
chr11,6265964,6266246,283,142,5,149.28,68.26,0.00
chr11,6380582,6381813,1232,710,16,206.12,122.87,0.00
chr11,6428014,6429206,1193,690,18,240.98,95.57,0.00
chr11,11463879,11465349,1471,501,26,355.16,122.87,0.00
chr11,11469389,11470151,763,423,8,106.52,54.61,0.00
chr11,11487044,11487743,700,548,8,109.80,68.26,0.00
chr11,11556817,11558050,1234,638,11,130.00,54.61,0.00
chr11,11558258,11559442,1185,383,10,103.56,40.96,0.00
chr11,11663041,11663823,783,432,9,120.98,68.26,0.00
chr11,11676114,11677292,1179,680,9,103.77,54.61,0.00
chr11,19877700,19878428,729,349,15,226.06,109.22,0.00
chr11,20432093,20433231,1139,497,10,119.44,54.61,0.00
chr11,20531104,20532244,1141,196,12,148.89,68.26,0.00
chr11,21074058,21074922,865,685,8,101.76,54.61,0.00
chr11,21080263,21081318,1056,488,9,108.38,54.61,0.00
chr11,22566013,22566894,882,169,9,115.95,95.57,0.00
chr11,22592844,22593893,1050,386,11,138.15,81.92,0.00
chr11,22663677,22664318,642,190,9,129.40,81.92,0.00
chr11,22682865,22683592,728,176,10,140.22,95.57,0.00
chr11,22713584,22714819,1236,641,9,101.80,54.61,0.00
chr11,22747829,22749034,1206,291,15,191.79,81.92,0.00
chr11,22790448,22791716,1269,530,10,100.71,54.61,0.00
chr11,22907875,22908577,703,390,12,175.59,136.53,0.00
chr11,23204998,23207170,2173,1478,30,373.24,150.18,0.00
chr11,24159698,24160002,305,153,5,132.27,68.26,0.00
chr11,30167653,30168857,1205,1014,11,131.20,54.61,0.00
chr11,32018959,32019577,619,432,8,114.49,81.92,0.00
chr11,32442241,32443353,1113,620,9,106.18,68.26,0.00
chr11,32449936,32450898,963,194,14,190.49,95.57,0.00
chr11,32465116,32465685,570,288,8,115.68,68.26,0.00
chr11,35691251,35692456,1206,524,18,240.10,150.18,0.00
chr11,43426085,43426936,852,619,9,117.41,95.57,0.00
chr11,43580477,43581095,619,163,10,147.81,68.26,0.00
chr11,44309552,44310150,599,244,9,132.27,68.26,0.00
chr11,44902917,44903819,903,550,9,114.96,68.26,0.00
chr11,45136970,45137952,983,276,12,157.07,81.92,0.00
chr11,45740212,45740539,328,165,9,258.29,122.87,0.00
chr11,46100180,46100614,435,243,6,115.68,68.26,0.00
chr11,46117633,46119033,1401,1218,14,152.05,68.26,0.00
chr11,46157510,46158515,1006,261,11,140.32,95.57,0.00
chr11,48601552,48602809,1258,664,12,143.55,81.92,0.00
chr11,48646711,48648063,1353,981,21,279.65,81.92,0.00
chr11,48669241,48670795,1555,1228,25,332.01,122.87,0.00
chr11,49577545,49578869,1325,831,18,232.52,95.57,0.00
chr11,49584326,49584666,341,171,5,115.68,68.26,0.00
chr11,51364637,51365498,862,395,17,249.49,150.18,0.00
chr11,51457222,51458643,1422,800,22,291.46,109.22,0.00
chr11,51744789,51745903,1115,627,12,150.15,68.26,0.00
chr11,51749394,51750202,809,445,9,119.60,54.61,0.00
chr11,51752702,51753720,1019,581,9,109.88,54.61,0.00
chr11,51884863,51886226,1364,705,18,230.18,109.22,0.00
chr11,51889056,51890754,1699,889,27,355.14,150.18,0.00
chr11,51893152,51894412,1261,590,10,114.76,81.92,0.00
chr11,53576197,53577872,1676,506,22,275.43,81.92,0.00
chr11,53962875,53963977,1103,596,10,120.92,68.26,0.00
chr11,54510958,54512223,1266,311,18,236.19,122.87,0.00
chr11,54546795,54547870,1076,501,20,283.65,163.83,0.00
chr11,54571516,54571854,339,170,6,149.28,81.92,0.00
chr11,54769079,54769844,766,479,21,333.12,150.18,0.00
chr11,57708504,57709349,846,688,9,117.71,81.92,0.00
chr11,58114684,58116385,1702,756,31,422.52,109.22,0.00
chr11,58660268,58660979,712,277,11,157.90,81.92,0.00
chr11,58741548,58742107,560,175,10,132.27,81.92,0.00
chr11,59239029,59239427,399,200,6,132.27,81.92,0.00
chr11,59338708,59339019,312,157,8,239.40,109.22,0.00
chr11,59698655,59699809,1155,499,16,210.77,95.57,0.00
chr11,59708629,59709781,1153,414,17,210.89,95.57,0.00
chr11,59713468,59714278,811,200,13,184.42,109.22,0.00
chr11,59859470,59860168,699,386,8,109.86,54.61,0.00
chr11,59928073,59929607,1535,687,18,220.69,122.87,0.00
chr11,60023667,60024568,902,469,8,100.18,40.96,0.00
chr11,60936045,60937135,1091,407,12,151.35,109.22,0.00
chr11,61123090,61124174,1085,502,15,198.96,122.87,0.00
chr11,61415748,61416735,988,653,10,126.01,81.92,0.00
chr11,61961803,61962431,629,369,8,113.88,68.26,0.00
chr11,67402126,67403254,1129,388,25,367.51,177.48,0.00
chr11,67417281,67418426,1146,954,13,163.89,81.92,0.00
chr11,68013212,68014046,835,191,9,118.26,95.57,0.00
chr11,68332707,68333707,1001,604,9,110.62,54.61,0.00
chr11,68849967,68851683,1717,730,19,226.75,95.57,0.00
chr11,68892226,68892645,420,285,7,149.28,68.26,0.00
chr11,68908176,68909739,1564,420,30,104.71,16.47,0.00
chr11,69079777,69080467,691,187,10,142.66,95.57,0.00
chr11,69231768,69233328,1561,504,23,282.36,95.57,0.00
chr11,69897481,69898701,1221,970,10,116.24,40.96,0.00
